 50
  1         2         3       4           5         6        7         8         9        10       11       12         13        14       15      16        17        18       19       20       21       22      23       24       25      26        27        28      29       30        31       32      33       34        35      36        37       38        39      40       41       42     43        44       45        46      47     48      50      51
 9573.714 10067.49 11208.42 9373.017 20875.700 23172.502 12779.556  2982.591 17565.959 5661.085 10982.463 2833.326 10058.797 2053.864 1295.470 3436.236 3162.568 2840.515  325.917 1803.434 1161.302  921.354 178.176  581.463 1950.742 5644.231  793.986  245.241 1407.130 2626.094 1174.984 3857.253 4004.401 3451.310 3711.633 2698.581 1307.676  762.798  624.484 1510.184 2030.163  453.329 1931.086  440.829  176.168  766.505  365.825  242.305  0.000 174.041
 8511.689 12518.69 13628.07 9498.140 16439.645 26692.648 28104.234  4950.702 10440.985 5493.643  9066.843 2423.767  4918.346 1906.994 1495.324 3305.131 4145.350 2477.573 1176.719 1794.420 1753.585 1622.468 240.967  518.835 1009.526 6919.501 2072.265  414.995 1317.691 3417.197 1499.258 1981.046 6260.037 3965.997 2041.936 4345.277 2375.512 1287.977 1144.296 1865.815 1546.912  732.775 1636.006  413.857  492.812  516.445  952.055  248.439  199.463 418.607
 6889.101 14970.96 14618.96 9697.224 8950.108  23618.969 37039.695  9530.067 12455.444 5859.316  5289.766 1080.548  3688.613 1469.708 1603.346 4230.119 4455.661 2654.409 2763.188 1621.179 1257.276 2403.082 414.195  808.142  974.314 4399.939 7114.472  735.470 1171.362 2541.800 3468.872 2420.713 5573.764 5348.520 2081.252 4243.525 4470.001 2918.113 1957.518 2355.479  967.664 1394.802 2389.716  909.088  485.922  578.980  668.218  302.282  592.434 510.719
 4843.776 10565.18  9089.44 6969.306 4032.825  14956.680 24171.209 11970.445 11574.663 7438.766  4322.280  759.861  1174.369  594.007 1132.758 3074.883 3174.236 2037.969 3364.315 1918.858  989.970 2370.991 838.253  746.751 1097.445 1512.920 7888.390 2294.907 1854.737 1731.352 2661.844 2916.121 3621.349 5822.665 3863.833 2461.043 5679.481 4106.970 3033.792 1455.928 1458.576 1556.967 3732.772 1582.142 1344.148  659.810  775.444  541.783  492.775 572.230
  3779.64 7760.599 8655.628 6168.927 4549.679  14391.332 13454.253 11377.599  9078.849 9610.215  5859.135  300.110   515.309  251.757  464.967 2165.932 2732.379 1443.901 3253.888 1725.535  766.663  997.115 808.638 1065.474  903.263  975.999 4063.009 3585.788 2710.005 1747.137 1977.909 4429.048 2207.773 4802.357 5264.816 4316.274 4396.614 5423.467 4978.234 2578.509 1563.529 1632.677 5761.588 1787.946 2464.010 1578.125  546.293  615.813  314.163 459.461
 3534.164 5600.692 4102.557 3471.797 2202.896  13716.654  9194.744  7335.621  6757.505 9971.271  6411.334  643.316     0.000    0.000  295.536 1328.701 1852.237 1207.065 2910.716 1471.096 1263.402 1111.994 703.411  868.328  721.126  676.396 2072.490 2613.488 3497.899 1276.728 1087.662 4371.609 2121.676 3446.972 4968.212 4647.978 4352.217 4036.184 5127.356 3101.152 1608.215 1104.514 4255.862 2391.003 2696.434 2050.574  467.599  580.330  373.855 450.571
 2868.773 5294.062 4702.143 3378.133 1630.117  10434.396  8164.860  4366.879  2793.115 6322.541  4619.971  400.519   126.595    0.000   32.678  587.619  836.378  745.406 1882.010 2257.753 1141.304  993.329 544.655  744.332 1274.796 1038.509 1725.305 1604.916 3120.338 3034.210 1373.991 2957.004 2516.814 3929.066 3331.848 4857.239 4407.887 3774.386 3761.402 4403.649 2029.359 1095.219 3409.430 2592.709 3529.402 2481.297 1201.903  484.126  514.231 682.813
 2143.478 3379.068 2291.002 2477.117 766.756    4989.460  5367.780  2784.801  2349.713 3132.307  2601.176  430.776    32.444   55.072    0.000  136.208  350.649  246.489  988.385 1216.816  743.827 1005.584 768.319  764.329 1093.900 1018.910 1539.226 1523.370 2168.149 2457.338 1365.348 1818.115 1991.209 3562.786 2419.406 3477.358 4515.223 3272.003 2732.866 3086.968 2916.602 1653.343 2295.587 2060.765 2541.551 2732.058  852.225  892.351  743.252 796.677
 1707.425 2350.443 1734.133  749.146 500.431    3317.940  2715.739  1594.451  1258.100 1775.247  1425.063  158.030    62.242    0.000    0.000   30.237  348.784  158.503  282.939  578.183  594.285 1651.230 911.393  462.207  699.709  779.304 1609.665  891.296 1078.811 1150.341 1472.066 2198.087 1802.665 2333.838 2827.485 2596.826 2783.684 4414.230 2668.842 2779.973 2292.021 1784.341 2981.798 1952.646 2839.198 2374.239  912.567 1328.656  1139.185 1099.487
