 50
 1310.273 1870.766 1275.495  620.056 93.712     1083.159  1399.176   551.679   745.235  347.775   542.213   92.129    27.759    0.000   31.218    0.000    0.000    0.000  169.531  360.713  454.092  651.168 566.734  647.525  390.034  596.463 1586.442  550.158  864.270  451.311  474.916 1824.241 1373.033 1693.409 1337.996 1593.293 1838.667 3216.202 2725.453 2093.806 2034.241 1470.320 3858.429 1403.573 2126.778 1755.427  937.965 1137.873  687.501 871.340
 1237.765 1790.915  738.194  721.271 362.155    1513.669  2276.942   740.881   431.476  515.347   194.942    0.000     0.000    0.000    0.000    0.000    0.000    0.000  169.868  140.775  343.330  814.256 623.107  493.009 1057.110 1482.258 2299.460 1203.049 2243.354  898.769  907.465 2900.136 2441.529 2522.400 1497.010 2446.543 1692.658 2940.653 2927.921 3452.305 2785.885 2854.851 6423.895 3177.772 3993.239 3003.046 1425.886 2213.351  1375.146 1598.475
 813.733   807.075  778.143 779.341  1415.043 1850.319  841.291   621.359 2216.934  768.722  327.118   0.000   295.235  164.376  144.526  214.961  114.887   94.606 19.2298   77.342   423.191   91.753    0.000   0.000     2.727   1.9875  70.137  0.84234  40.0976  68.07626   3.0702  253.557   83.8619   101.801    35.0    70.964    44.025   9.208    13.829   8.504    5.785    15.086      6.624   13.578   6.901    25.456   15.026     6.954    3.222  0.000
 723.465 1003.579   946.127 709.286  1107.753 2141.593 1747.881  1013.516 1216.637  747.312  270.660   0.000   244.153  152.099  155.928  205.417  154.434   84.758   38.192  59.267   467.509  284.546    0.000   0.000     0.000   2.730   222.101 1.685     23.530    76.252   1.228   162.743   132.819   160.734    15.7    91.784    31.233   21.504   12.921   7.174    4.717    29.224      8.928   15.228   7.940    18.763   24.041     5.499    2.486  0.000
 585.550 1200.168  1014.919 728.150   692.323 1920.760 2237.894  1576.890 1320.447  775.667  158.784   0.000   140.374  115.466  163.832  264.454  162.221   89.913  179.478  34.794   408.017  449.476    0.000   0.000     0.000   3.480   706.435 0.000      9.819    68.076   1.076   104.393   124.206   189.896    12.2    68.822    51.480   28.672   21.162   5.049    1.958    54.389      8.352   27.410   11.428    7.756   37.264     5.121    4.572  0.000
 411.704  846.973   631.033 573.961   486.724 1219.807 1464.963  1961.245 1285.646  900.155  130.364   0.000   48.604   47.398   115.682  188.730  114.919   73.109  271.353  33.486   230.744  406.414    0.000   0.000     0.000   5.213   898.923 0.000      6.354    45.201   2.608   144.920    82.275   251.342    15.8    46.394    71.255   26.687   42.114   3.255    0.890    58.245     14.832   42.384   11.799    8.631   34.019     8.571    3.694  0.000
 321.257  622.140   600.916 506.141   554.636 1186.239  799.063  1964.790  996.779 1084.876  176.082   0.000   32.191   20.037    48.507  134.732   94.638   50.154  462.315  27.089   196.542  320.009    0.000   0.000     0.000   10.433  594.996 3.366      9.606    41.270   1.994   197.753    45.104   246.925    17.0    61.792    57.836   30.326   54.336   4.320    0.623    39.777     18.864   66.114   19.294   11.571   29.210    11.806    3.765  0.000
 300.392  448.987   284.819 284.536   412.646 1155.991  461.897  1067.250  728.649 1081.178  191.911   0.000   6.375     0.000    33.036   83.098   66.115   41.221  450.831  33.486   138.976  254.712    0.000   0.000     0.000   12.503  322.630 4.209     13.710    68.705   1.690   221.730    53.490   177.561    13.4    84.755    63.565   28.507   63.136   8.308    2.047    29.359     21.168   65.860   31.167   17.387   29.931    10.674    3.629  0.000
 243.836  424.406   326.446 268.790   335.675  968.128  369.603   609.887  316.416  656.212  138.275   0.000   10.064    0.000     3.456   36.100   29.458   24.496  569.415  38.671    97.789  240.077    0.000   0.000     0.000   10.763  333.151 2.524     15.747   109.425   1.228   137.706    54.397   208.170     8.8    96.805    84.282   29.885   68.165  10.379    1.958    25.977     21.456  106.722   45.563   22.328   47.842    11.698    3.829  0.000
 182.188  270.888   159.053 202.355   168.570  468.591  228.605   491.249  234.347  326.159   79.283   0.000   1.559     4.283     1.675    7.967    8.892    7.481  362.962  16.767    97.789  235.011    0.000   0.000     0.000   8.775   225.218 3.366      6.962   111.705   1.537   108.849    47.597   195.302     7.4    79.265    83.733   37.990   48.120   8.665    8.278    34.974     26.064   80.581   57.066   23.079   52.290    16.065    3.829  0.000
 145.125  188.427   120.392  81.727   107.572  300.060  152.768   190.677  133.775  201.572   42.590   0.000   3.527     0.000     0.000    1.852   12.235    6.304  190.962   5.137    62.383  208.273    0.000   0.000     0.000   8.115   200.280 3.366      4.286    51.018   1.690   110.334    36.718   180.454     6.1    56.838    44.731   43.449   43.721   6.804    7.566    37.003     31.537   76.139   43.189   21.828   50.006    19.784    4.236  0.000
 111.369  149.973    88.551  54.027    30.108  110.327   41.002    96.622   80.032   54.190   16.386   0.000   2.111     0.000     3.312    0.000    0.000    0.000   64.900   2.568    28.181  122.149    0.000   0.000     0.000   4.553   131.312 2.524      1.429    22.876   1.537   100.786    36.265   105.760     4.3    36.888    26.132   29.223   41.974   7.065    5.518    29.968     34.849   61.038   21.965   15.261   37.264    17.520    4.301  0.000
 105.206  143.571    51.249  52.859    79.064  129.228   87.491   125.530   48.615   40.945    5.812   0.000   0.000     0.000     0.000    0.000    0.000    0.046   26.708   1.308    11.080  125.527    0.000   0.000     0.000   5.550   150.405 6.733      4.104    33.488   3.227   118.397    73.436   172.840     7.2    51.014    24.563   29.263   38.832  10.867    4.272    38.762     77.473  174.993   41.482   21.640   57.158    33.207   11.895  0.000
  0.1000   0.1000     0.2247  0.2329    0.2795  0.3233    0.2548    0.2493   0.2493   0.2493   0.2356   0.240   0.2712    0.2438    0.2521   0.2493   0.2438   0.2493   0.3507  0.3425    0.3425  0.3452   0.340   0.340     0.340   0.340   0.340   0.300      0.300     0.300   0.300     0.300     0.300     0.300     0.300   0.3       0.3      0.3      0.3     0.3      0.3       0.3        0.3      0.3      0.3      0.3      0.3       0.3       0.3       0.3       0.3
  0.4433   0.3867     0.4969  0.4543    0.4821   0.4784   0.4544    0.4366   0.5273   0.7077   0.2601  0.0001   0.3360    0.4544    0.5236   0.3647   0.1743   0.1926   0.3369  0.3247    0.1833  0.3747   0.0026  0.0020    0.1976  0.2132  0.3557  0.2422     0.1559    0.1633  0.1918    0.2586    0.2606    0.3016    0.2577  0.3339    0.3747   0.3391   0.3456  0.2014   0.1763    0.1847     0.2042   0.2277   0.2104   0.1847   0.1368    0.1350    0.1186    0.0000    0.0000
