                      Males                        Females
      --------------------------------------   ---------------
 Year Recruits  Small  Pre-recr Mature  Legal  Recruits Mature Eff.Spa.Biomass
              95-109mm 110-134mm >119mm >134mm          >89mm  mill.lbs 1000 mt M.rep.p r

 1972   0.000  13.359  14.874  18.289   9.883   0.000  54.610  54.813  24.863  30.782 0.56
 1973  31.291  20.794  26.366  22.651  10.352  31.713  64.361  63.003  28.578  36.682 0.57
 1974  22.338  15.373  34.466  34.108  14.723  26.064  64.707  93.311  42.325  53.828 0.83
 1975  30.118  20.080  34.198  39.749  20.083  20.166  58.792 104.317  47.317  65.137 1.00
 1976  47.234  31.317  43.672  46.523  23.856  38.562  73.746 125.144  56.764  77.791 1.00
 1977  60.132  40.154  61.349  59.938  27.895  72.678 116.646 156.652  71.056  97.138 0.83
 1978  23.278  16.917  61.298  74.675  37.369  48.349 117.819 197.054  89.382 122.818 1.00
 1979   9.638   6.980  35.931  71.697  45.852   9.837  80.297 147.984  67.124 130.029 1.00
 1980  28.941  18.911  24.931  56.160  41.707  44.121  92.307 162.166  73.557 112.176 1.00
 1981  16.140  11.262  16.334  16.622   8.341  12.214  67.143  52.755  23.929  28.056 0.42
 1982  22.416  14.919  14.640   8.999   2.441  18.074  28.340  20.427   9.266  12.251 0.43
 1983  12.640   8.840  12.394   8.287   2.286   4.448   8.913  14.807   6.716  11.328 1.00
 1984  18.889  12.564  12.357   7.916   2.361  10.675  12.107  16.337   7.410  11.043 0.91
 1985  10.240   7.181  10.224   6.813   1.849   3.332   5.223   7.999   3.628   9.319 1.00
 1986   6.203   4.410  11.951  11.435   4.408   3.132   7.182  11.625   5.273  16.824 1.00
 1987   6.292   4.297   9.990  12.816   6.524   6.366  11.926  19.362   8.782  20.603 1.00
 1988   6.862   4.662   9.296  13.251   7.736   4.785  14.079  24.071  10.918  22.952 1.00
 1989   5.871   4.052   9.262  14.701   9.164   4.177  15.270  27.445  12.449  26.885 1.00
 1990   1.764   1.376   7.278  14.829   9.958   0.852  12.880  25.515  11.573  28.451 1.00
 1991   4.048   2.678   4.986  11.956   8.689   3.372  13.181  26.229  11.897  23.870 1.00
 1992   6.537   4.361   6.129  10.185   6.977   3.504  13.929  27.958  12.681  20.152 1.00
 1993   2.874   2.329   7.091  10.592   6.440   2.358  13.065  27.195  12.335  19.818 1.00
 1994   1.254   1.059   5.367   9.154   5.462   0.386  10.313  23.232  10.538  16.615 1.00
 1995   3.457   2.339   4.478   9.351   6.440   1.891  10.112  22.742  10.315  18.071 1.00
 1996   3.797   2.705   5.178   9.832   6.845   4.427  12.475  25.883  11.740  19.420 1.00
 1997  16.111  10.508   9.908  11.189   6.650  16.466  26.374  36.397  16.510  20.897 0.79
 1998   3.305   3.319  14.009  14.892   6.985   1.754  22.628  43.440  19.704  24.893 1.00
 1999   1.357   1.056   8.547  15.834   9.307   0.757  18.123  37.935  17.207  27.622 1.00
 2000   4.488   3.001   6.026  13.380   9.233   4.263  18.704  39.107  17.739  25.203 1.00
 2001  11.068   7.445   8.813  13.058   8.575  10.730  25.586  47.514  21.552  24.673 0.96
 2002   2.831   2.660  10.823  14.779   8.446   3.379  23.569  47.904  21.729  26.539 1.00
 2003   6.663   4.429   8.637  15.749  10.133   9.010  27.772  54.728  24.824  29.471 1.00
 2004  12.824   8.499  10.933  15.469   9.841  14.371  36.157  54.918  24.911  29.258 0.81
 2005   6.285   4.555  13.415  18.053  10.268   6.455  35.031  63.773  28.927  32.429 0.93
 2006   6.139   4.209  10.863  18.404  11.323   7.737  35.277  67.155  30.461  33.479 0.95
 2007   8.005   5.616  10.909  17.376  10.817   9.574  37.614  63.848  28.961  31.778 0.84
 2008   6.486   4.787  11.398  16.353   9.535   5.683  35.468  60.561  27.470  29.038 0.82
 2009   3.958   3.079  10.146  15.134   8.645   3.006  31.141  57.650  26.149  26.212 0.84
 2010   2.757   2.112   7.820  13.490   8.172   2.618  27.372  54.740  24.830  23.854 0.87
 2011   3.716   2.622   6.290  11.336   7.225   4.985  26.714  46.892  21.270  20.587 0.77
 2012   4.884   3.294   6.002  11.072   7.567   6.100  27.346  47.527  21.558  21.351 0.78
 2013   3.351   2.353   6.108  11.349   7.676   1.960  23.706  51.500  23.360  22.155 0.93
 2014   3.755   2.552   5.485  11.149   7.764   4.769  23.590  50.436  22.878  22.151 0.94
 2015   1.673   1.229   4.603  10.264   7.318   0.911  19.635  47.119  21.373  20.810 1.00
 2016   0.921   0.664   2.950   8.804   6.702   0.697  16.223  40.675  18.450  18.530 1.00
 2017   1.364   0.914   1.948   7.058   5.779   1.796  14.676  36.731  16.661  15.650 1.00
 2018   2.372   1.577   2.221   5.917   4.723   1.016  12.671  32.312  14.657  13.269 1.00
 2019   2.107   1.449   2.849   5.747   4.175   0.584  10.609  27.791  12.606  12.404 1.00
 2020   2.104   1.438   3.009   5.832   4.053   1.492   9.922  25.292  11.472  12.155 1.00
 2021   1.735   1.201   2.878   5.912   4.165   0.177   8.068  21.419   9.716  12.295 1.00
 2022   2.300   1.550   2.870   6.385   4.686   0.994   7.426  19.255   8.734  13.519 1.00
