fishery,management_area,target,opening_year,sex,size,molting,soft,new,old,unknown,total
TT91,bristol_bay,tanner_crab,1991,female,118,0,0,68,1,0,69
TT91,bristol_bay,tanner_crab,1991,female,119,0,0,64,0,2,66
TT91,bristol_bay,tanner_crab,1991,female,120,0,0,81,0,0,81
TT91,bristol_bay,tanner_crab,1991,female,121,0,0,54,2,3,59
TT91,bristol_bay,tanner_crab,1991,female,122,0,0,62,1,0,63
TT91,bristol_bay,tanner_crab,1991,female,123,0,0,46,0,0,46
TT91,bristol_bay,tanner_crab,1991,female,124,0,0,49,0,0,49
TT91,bristol_bay,tanner_crab,1991,female,125,0,0,35,0,0,35
TT91,bristol_bay,tanner_crab,1991,female,126,0,0,38,0,1,39
TT91,bristol_bay,tanner_crab,1991,female,127,0,0,48,0,1,49
TT91,bristol_bay,tanner_crab,1991,female,128,0,0,34,0,1,35
TT91,bristol_bay,tanner_crab,1991,female,129,0,0,14,0,2,16
TT91,bristol_bay,tanner_crab,1991,female,130,0,0,18,0,0,18
TT91,bristol_bay,tanner_crab,1991,female,131,0,0,22,0,0,22
TT91,bristol_bay,tanner_crab,1991,female,132,0,0,16,0,0,16
TT91,bristol_bay,tanner_crab,1991,female,133,0,0,16,0,0,16
TT91,bristol_bay,tanner_crab,1991,female,134,0,0,11,0,0,11
TT91,bristol_bay,tanner_crab,1991,female,135,0,0,16,0,0,16
TT91,bristol_bay,tanner_crab,1991,female,136,0,0,12,0,0,12
TT91,bristol_bay,tanner_crab,1991,female,137,0,0,14,0,0,14
TT91,bristol_bay,tanner_crab,1991,female,138,0,0,8,0,1,9
TT91,bristol_bay,tanner_crab,1991,female,139,0,0,8,0,0,8
TT91,bristol_bay,tanner_crab,1991,female,140,0,0,3,0,0,3
TT91,bristol_bay,tanner_crab,1991,female,141,0,0,3,0,0,3
TT91,bristol_bay,tanner_crab,1991,female,142,0,0,4,0,0,4
TT91,bristol_bay,tanner_crab,1991,female,143,0,0,1,0,0,1
TT91,bristol_bay,tanner_crab,1991,female,144,0,0,1,0,0,1
TT91,bristol_bay,tanner_crab,1991,female,145,0,0,3,0,0,3
TT91,bristol_bay,tanner_crab,1991,female,146,0,0,4,0,0,4
TT91,bristol_bay,tanner_crab,1991,female,149,0,0,2,0,0,2
TT91,bristol_bay,tanner_crab,1991,female,171,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,79,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,81,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,82,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,83,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,84,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,85,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,86,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,87,0,0,7,0,0,7
TT92,bristol_bay,tanner_crab,1992,female,88,0,0,5,0,0,5
TT92,bristol_bay,tanner_crab,1992,female,89,0,0,7,0,0,7
TT92,bristol_bay,tanner_crab,1992,female,90,0,0,6,0,0,6
TT92,bristol_bay,tanner_crab,1992,female,91,0,0,7,0,0,7
TT92,bristol_bay,tanner_crab,1992,female,92,0,0,11,0,0,11
TT92,bristol_bay,tanner_crab,1992,female,93,0,0,10,0,0,10
TT92,bristol_bay,tanner_crab,1992,female,94,0,0,10,0,0,10
TT92,bristol_bay,tanner_crab,1992,female,95,0,0,12,0,0,12
TT92,bristol_bay,tanner_crab,1992,female,96,0,0,9,0,0,9
TT92,bristol_bay,tanner_crab,1992,female,97,0,0,22,0,0,22
TT92,bristol_bay,tanner_crab,1992,female,98,0,0,19,0,0,19
TT92,bristol_bay,tanner_crab,1992,female,99,0,0,16,1,0,17
TT92,bristol_bay,tanner_crab,1992,female,100,0,0,8,0,0,8
TT92,bristol_bay,tanner_crab,1992,female,101,0,0,14,1,0,15
TT92,bristol_bay,tanner_crab,1992,female,102,0,0,16,0,0,16
TT92,bristol_bay,tanner_crab,1992,female,103,0,0,21,0,0,21
TT92,bristol_bay,tanner_crab,1992,female,104,0,0,30,0,0,30
TT92,bristol_bay,tanner_crab,1992,female,105,0,0,8,0,0,8
TT92,bristol_bay,tanner_crab,1992,female,106,0,0,24,0,0,24
TT92,bristol_bay,tanner_crab,1992,female,107,0,0,19,0,0,19
TT92,bristol_bay,tanner_crab,1992,female,108,0,0,17,0,0,17
TT92,bristol_bay,tanner_crab,1992,female,109,0,0,16,0,0,16
TT92,bristol_bay,tanner_crab,1992,female,110,0,0,11,0,0,11
TT92,bristol_bay,tanner_crab,1992,female,111,0,0,11,0,0,11
TT92,bristol_bay,tanner_crab,1992,female,112,0,0,10,0,0,10
TT92,bristol_bay,tanner_crab,1992,female,113,0,0,4,0,0,4
TT92,bristol_bay,tanner_crab,1992,female,114,0,0,16,0,0,16
TT92,bristol_bay,tanner_crab,1992,female,115,0,0,11,0,0,11
TT92,bristol_bay,tanner_crab,1992,female,116,0,0,14,0,0,14
TT92,bristol_bay,tanner_crab,1992,female,117,0,0,18,0,0,18
TT92,bristol_bay,tanner_crab,1992,female,118,0,0,14,0,0,14
TT92,bristol_bay,tanner_crab,1992,female,119,0,0,18,0,0,18
TT92,bristol_bay,tanner_crab,1992,female,120,0,0,14,0,0,14
TT92,bristol_bay,tanner_crab,1992,female,121,0,0,22,0,0,22
TT92,bristol_bay,tanner_crab,1992,female,122,0,0,21,0,0,21
TT92,bristol_bay,tanner_crab,1992,female,123,0,0,22,1,0,23
TT92,bristol_bay,tanner_crab,1992,female,124,0,0,16,0,0,16
TT92,bristol_bay,tanner_crab,1992,female,125,0,0,14,0,0,14
TT92,bristol_bay,tanner_crab,1992,female,126,0,0,15,0,0,15
TT92,bristol_bay,tanner_crab,1992,female,127,0,0,12,1,0,13
TT92,bristol_bay,tanner_crab,1992,female,128,0,0,10,0,0,10
TT92,bristol_bay,tanner_crab,1992,female,129,0,0,11,0,0,11
TT92,bristol_bay,tanner_crab,1992,female,130,0,0,8,0,0,8
TT92,bristol_bay,tanner_crab,1992,female,131,0,0,13,0,0,13
TT92,bristol_bay,tanner_crab,1992,female,132,0,0,6,0,0,6
TT92,bristol_bay,tanner_crab,1992,female,133,0,0,6,0,0,6
TT92,bristol_bay,tanner_crab,1992,female,134,0,0,6,0,0,6
TT92,bristol_bay,tanner_crab,1992,female,135,0,0,3,0,0,3
TT92,bristol_bay,tanner_crab,1992,female,136,0,0,8,0,0,8
TT92,bristol_bay,tanner_crab,1992,female,137,0,0,8,0,0,8
TT92,bristol_bay,tanner_crab,1992,female,138,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,139,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,140,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,141,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,142,0,0,2,0,0,2
TT92,bristol_bay,tanner_crab,1992,female,145,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,146,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,147,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,148,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,149,0,0,1,0,0,1
TT92,bristol_bay,tanner_crab,1992,female,150,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,89,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,90,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,91,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,92,0,0,3,0,0,3
TT93,bristol_bay,tanner_crab,1993,female,93,0,0,7,0,0,7
TT93,bristol_bay,tanner_crab,1993,female,94,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,95,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,96,0,0,10,0,0,10
TT93,bristol_bay,tanner_crab,1993,female,97,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,98,0,0,11,0,0,11
TT93,bristol_bay,tanner_crab,1993,female,99,0,0,10,0,0,10
TT93,bristol_bay,tanner_crab,1993,female,100,0,0,13,0,0,13
TT93,bristol_bay,tanner_crab,1993,female,101,0,0,11,0,0,11
TT93,bristol_bay,tanner_crab,1993,female,102,0,0,12,0,0,12
TT93,bristol_bay,tanner_crab,1993,female,103,0,0,9,0,0,9
TT93,bristol_bay,tanner_crab,1993,female,104,0,0,10,1,0,11
TT93,bristol_bay,tanner_crab,1993,female,105,0,0,11,0,0,11
TT93,bristol_bay,tanner_crab,1993,female,106,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,107,0,0,13,0,0,13
TT93,bristol_bay,tanner_crab,1993,female,108,0,0,7,0,0,7
TT93,bristol_bay,tanner_crab,1993,female,109,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,110,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,111,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,112,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,113,0,0,3,0,0,3
TT93,bristol_bay,tanner_crab,1993,female,114,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,115,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,116,0,0,3,0,0,3
TT93,bristol_bay,tanner_crab,1993,female,117,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,118,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,119,0,0,6,0,0,6
TT93,bristol_bay,tanner_crab,1993,female,120,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,121,0,0,3,0,0,3
TT93,bristol_bay,tanner_crab,1993,female,122,0,0,6,0,0,6
TT93,bristol_bay,tanner_crab,1993,female,123,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,124,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,125,0,0,8,0,0,8
TT93,bristol_bay,tanner_crab,1993,female,126,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,127,0,0,9,0,0,9
TT93,bristol_bay,tanner_crab,1993,female,128,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,129,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,130,0,0,5,0,0,5
TT93,bristol_bay,tanner_crab,1993,female,131,0,0,3,0,0,3
TT93,bristol_bay,tanner_crab,1993,female,132,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,133,0,0,4,0,0,4
TT93,bristol_bay,tanner_crab,1993,female,135,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,136,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,137,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,138,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,140,0,0,2,0,0,2
TT93,bristol_bay,tanner_crab,1993,female,141,0,0,1,0,0,1
TT93,bristol_bay,tanner_crab,1993,female,143,0,0,1,0,0,1
TT94,bristol_bay,tanner_crab,1994,female,105,0,0,1,0,0,1
