fishery,management_area,target,opening_year,sex,size,soft,new,old,very_old,unknown,total
TT92,bristol_bay,tanner_crab,1992,male,108,0,7,0,0,0,7
TT92,bristol_bay,tanner_crab,1992,male,109,0,4,0,0,0,4
TT92,bristol_bay,tanner_crab,1992,male,110,0,4,0,0,0,4
TT92,bristol_bay,tanner_crab,1992,male,111,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,112,0,8,0,0,0,8
TT92,bristol_bay,tanner_crab,1992,male,113,0,6,0,0,0,6
TT92,bristol_bay,tanner_crab,1992,male,114,0,7,1,0,0,8
TT92,bristol_bay,tanner_crab,1992,male,115,0,6,0,0,0,6
TT92,bristol_bay,tanner_crab,1992,male,116,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,117,0,10,0,0,0,10
TT92,bristol_bay,tanner_crab,1992,male,118,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,119,0,4,0,0,0,4
TT92,bristol_bay,tanner_crab,1992,male,120,0,5,0,0,0,5
TT92,bristol_bay,tanner_crab,1992,male,121,0,4,0,0,0,4
TT92,bristol_bay,tanner_crab,1992,male,122,0,6,0,0,0,6
TT92,bristol_bay,tanner_crab,1992,male,123,0,2,0,0,0,2
TT92,bristol_bay,tanner_crab,1992,male,124,0,8,0,0,0,8
TT92,bristol_bay,tanner_crab,1992,male,125,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,126,0,4,0,0,0,4
TT92,bristol_bay,tanner_crab,1992,male,127,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,128,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,129,0,5,0,0,0,5
TT92,bristol_bay,tanner_crab,1992,male,130,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,131,0,1,1,0,0,2
TT92,bristol_bay,tanner_crab,1992,male,132,0,1,2,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,133,0,3,0,0,0,3
TT92,bristol_bay,tanner_crab,1992,male,134,0,1,0,0,0,1
TT92,bristol_bay,tanner_crab,1992,male,135,0,5,1,0,0,6
TT92,bristol_bay,tanner_crab,1992,male,136,0,1,0,0,0,1
TT92,bristol_bay,tanner_crab,1992,male,137,0,1,0,0,0,1
TT92,bristol_bay,tanner_crab,1992,male,145,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,87,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,89,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,92,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,95,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,96,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,97,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,98,0,4,0,0,0,4
TT93,bristol_bay,tanner_crab,1993,male,99,0,2,0,0,0,2
TT93,bristol_bay,tanner_crab,1993,male,100,0,4,0,0,0,4
TT93,bristol_bay,tanner_crab,1993,male,101,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,102,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,103,0,6,0,0,0,6
TT93,bristol_bay,tanner_crab,1993,male,104,0,8,0,0,0,8
TT93,bristol_bay,tanner_crab,1993,male,105,0,6,0,0,0,6
TT93,bristol_bay,tanner_crab,1993,male,106,0,7,0,0,0,7
TT93,bristol_bay,tanner_crab,1993,male,107,0,4,0,0,0,4
TT93,bristol_bay,tanner_crab,1993,male,108,0,5,0,0,0,5
TT93,bristol_bay,tanner_crab,1993,male,109,0,7,0,0,0,7
TT93,bristol_bay,tanner_crab,1993,male,110,0,6,0,0,0,6
TT93,bristol_bay,tanner_crab,1993,male,111,0,6,1,0,0,7
TT93,bristol_bay,tanner_crab,1993,male,112,0,8,0,0,0,8
TT93,bristol_bay,tanner_crab,1993,male,113,0,6,0,0,0,6
TT93,bristol_bay,tanner_crab,1993,male,114,0,6,0,0,0,6
TT93,bristol_bay,tanner_crab,1993,male,115,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,116,0,6,0,0,0,6
TT93,bristol_bay,tanner_crab,1993,male,117,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,118,0,8,0,0,0,8
TT93,bristol_bay,tanner_crab,1993,male,119,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,120,0,2,0,0,0,2
TT93,bristol_bay,tanner_crab,1993,male,121,0,5,0,0,0,5
TT93,bristol_bay,tanner_crab,1993,male,122,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,123,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,124,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,125,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,126,0,1,0,0,0,1
TT93,bristol_bay,tanner_crab,1993,male,127,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,128,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,129,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,130,0,4,0,0,0,4
TT93,bristol_bay,tanner_crab,1993,male,131,0,4,0,0,0,4
TT93,bristol_bay,tanner_crab,1993,male,132,0,2,0,0,0,2
TT93,bristol_bay,tanner_crab,1993,male,133,0,5,0,0,0,5
TT93,bristol_bay,tanner_crab,1993,male,134,0,3,0,0,0,3
TT93,bristol_bay,tanner_crab,1993,male,135,0,3,1,0,0,4
TT93,bristol_bay,tanner_crab,1993,male,138,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,112,0,0,0,0,1,1
TT94,bristol_bay,tanner_crab,1994,male,116,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,117,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,127,0,0,0,0,1,1
TT94,bristol_bay,tanner_crab,1994,male,129,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,130,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,132,0,0,0,0,1,1
TT94,bristol_bay,tanner_crab,1994,male,133,0,0,0,0,1,1
TT94,bristol_bay,tanner_crab,1994,male,134,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,137,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,138,0,1,0,0,0,1
TT94,bristol_bay,tanner_crab,1994,male,152,0,1,0,0,0,1
