survey,year,sex,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160
NMFS,2007,1,0.0017,0.0025,0.0053,0.0084,0.0196,0.0271,0.0345,0.0436,0.0386,0.0288,0.0187,0.0233,0.0236,0.0315,0.0273,0.0288,0.0277,0.0262,0.0229,0.029
NMFS,2008,1,0,0.0008,0.0038,0.0068,0.0149,0.0188,0.0194,0.0239,0.0372,0.047,0.0453,0.0328,0.0382,0.0317,0.0249,0.0226,0.0242,0.0236,0.0222,0.0467
NMFS,2013,1,0.0008,0.0025,0.0123,0.0145,0.0101,0.0174,0.0134,0.0235,0.028,0.0261,0.0323,0.0348,0.0303,0.0319,0.0344,0.0324,0.034,0.0431,0.0395,0.0749
NMFS,2014,1,0,0.0005,0.0026,0.003,0.016,0.0313,0.0437,0.0348,0.0313,0.0192,0.0231,0.0326,0.0336,0.0309,0.0372,0.0258,0.0224,0.0189,0.018,0.0439
NMFS,2015,1,0.0105,0.0207,0.0103,0.0093,0.0047,0.011,0.0158,0.0149,0.0244,0.0187,0.0285,0.0203,0.0235,0.0318,0.024,0.0338,0.0313,0.0282,0.0278,0.0796
NMFS,2016,1,0.0066,0.0009,0.0026,0.0032,0.0041,0.0043,0.0034,0.0083,0.0069,0.0129,0.0085,0.0145,0.0127,0.0254,0.0195,0.0213,0.0241,0.0389,0.0324,0.0709
NMFS,2007,2,0.0015,0.0023,0.0064,0.0078,0.0155,0.0356,0.0574,0.056,0.0325,0.057,0.0614,0.0641,0.0459,0.0343,0.021,0.0323,,,,
NMFS,2008,2,0,0.0027,0.0054,0.0136,0.0116,0.0167,0.0303,0.057,0.0724,0.056,0.0555,0.0562,0.0575,0.0355,0.0234,0.0216,,,,
NMFS,2013,2,0.0008,0.0027,0.0093,0.0112,0.0067,0.0125,0.0202,0.0384,0.0429,0.045,0.0304,0.0302,0.0455,0.0491,0.0405,0.0786,,,,
NMFS,2014,2,0,0,0.0012,0.004,0.0091,0.0258,0.0219,0.032,0.0499,0.077,0.0569,0.0456,0.0307,0.0399,0.0516,0.0859,,,,
NMFS,2015,2,0.0074,0.0129,0.011,0.0055,0.012,0.0114,0.0107,0.0234,0.0408,0.0461,0.0616,0.0668,0.0531,0.0503,0.0362,0.0819,,,,
NMFS,2016,2,0.012,0.0019,0.0036,0.0043,0.0026,0.0051,0.0143,0.0141,0.039,0.0714,0.0782,0.1023,0.0737,0.0823,0.0617,0.1158,,,,
BSFRF,2007,1,0.0045,0.0074,0.0103,0.0155,0.0198,0.0321,0.0532,0.0491,0.0443,0.0354,0.0268,0.0231,0.0236,0.0256,0.0223,0.032,0.0246,0.0218,0.017,0.0278
BSFRF,2008,1,0.0017,0.001,0.0093,0.0119,0.0175,0.0279,0.0267,0.0348,0.0428,0.0596,0.0581,0.0455,0.0371,0.0284,0.0218,0.0211,0.0156,0.0157,0.0202,0.0294
BSFRF,2013,1,0,0.0073,0.0145,0.0291,0.0102,0.0136,0.0205,0.0341,0.0357,0.0458,0.0448,0.0383,0.042,0.0348,0.0206,0.0149,0.0337,0.0426,0.0358,0.0986
BSFRF,2014,1,0,0,0.003,0.0101,0.0118,0.0448,0.0546,0.0423,0.047,0.0164,0.0221,0.0321,0.0226,0.0369,0.022,0.0282,0.0257,0.026,0.0116,0.039
BSFRF,2015,1,0.0208,0.0463,0.037,0.0162,0.0069,0.0162,0.0119,0.0174,0.0355,0.0206,0.0274,0.0357,0.0228,0.0262,0.0131,0.0428,0.0215,0.0327,0.0396,0.0627
BSFRF,2016,1,0.0138,0.0039,0.02,0.0193,0.0104,0.0122,0.0064,0.0126,0.0062,0.0034,0.0068,0.0134,0.0204,0.01,0.011,0.0254,0.023,0.0215,0.0249,0.0774
BSFRF,2007,2,0.0007,0.0016,0.0044,0.0198,0.0302,0.0705,0.0563,0.0345,0.0364,0.0493,0.0501,0.0448,0.0272,0.0183,0.0152,0.0243,,,,
BSFRF,2008,2,0.0004,0.0013,0.0088,0.0142,0.0286,0.0483,0.0754,0.0687,0.0463,0.0386,0.0411,0.0357,0.021,0.0179,0.0126,0.015,,,,
BSFRF,2013,2,0.0035,0,0.0191,0.0258,0.0176,0.0105,0.0094,0.0407,0.024,0.0291,0.0308,0.0216,0.0232,0.0403,0.0392,0.0483,,,,
BSFRF,2014,2,0,0.0037,0.0071,0.0037,0.014,0.031,0.0238,0.0415,0.0457,0.0708,0.0481,0.0279,0.0385,0.0448,0.0324,0.0707,,,,
BSFRF,2015,2,0.0116,0.0324,0.0231,0.0069,0.0153,0.0112,0.0042,0.0231,0.0361,0.0358,0.0427,0.0364,0.0528,0.0366,0.0208,0.0575,,,,
BSFRF,2016,2,0.0039,0.0178,0.0039,0.0263,0.003,0.0124,0.0096,0.0168,0.0422,0.0514,0.0826,0.1077,0.072,0.078,0.0429,0.1016,,,,
