lci,uci,l05,u95,median_ssb,se_ssb,CV_ssb,Model
1872.3282499999998,2334.95325,1899.8265,2280.6090000000004,2074.3149999999996,117.4793395501084,0.056635245635358385,19.1 (fit survey)
