#========================================================================================================
# Gmacs Main  Data  File: EAG Model 23.1, final assessment
#========================================================================================================

1981  # initial (start year)
2023  # terminal (end year)
#2024  # Projection year (for forecast, OFL and ABC calculation)
6     # Number of seasons: season1 for N est, season 2 for Jul 1 to MidFishing, season 3 for inst.remove C, season 4 for to spawning time,Feb15, season 5 for inst remove byc&estimate MMB, season 6 for remaining time to June 30 and R enter
3     # Number of distinct data groups or number of fleets (pot fishing, groundfish fishing)
1     # Number of sexes (males)
1     # Number of shell condition types
1     # Number of maturity types
17     # Number of size-classes in the model
5     # Season when recruitment occurs,end of year before growth
5     # Season when molting and growth occur, end of year after recruitment
5     # Season to calculate MMB
6     # Season for  N output
# maximum size-class (males then females)
17
# size_breaks (a vector giving the break points between size intervals with dimension nclass+1, lower limits of bins)
100.5  105.5  110.5 115.5 120.5 125.5 130.5 135.5 140.5 145.5 150.5 155.5 160.5 165.5 170.5 175.5 180.5 185.5
# Natural mortality per season input type (1 = vector by season, 2 = matrix by season/year)
2
# Proportion of the total natural mortality to be applied each season (each row must add to 1)
# 1 Start biological year (Jul 1) instantaneous N estimation
# 2 to mid fishing time
# 3 instantanous C removal
# 4 to spawning time
# 5 instantaneous byc removal and estimate MMB
# 6 Rest of the period of non fishing from Feb 15 to June 30
#
#
#Ins N  Jul1-MidFish   Inst C     MidFish-15Feb   Ins byc    Rest upto end

0.00000000	0.43972603	0.00000000	0.18767123	0.37260274	0.00000000	#1981
0.00000000	0.48219178	0.00000000	0.14520548	0.37260274	0.00000000	#1982
0.00000000	0.48219178	0.00000000	0.14520548	0.37260274	0.00000000	#1983
0.00000000	0.31369863	0.00000000	0.31369863	0.37260274	0.00000000	#1984
0.00000000	0.16712329	0.00000000	0.46027397	0.37260274	0.00000000	#1985
0.00000000	0.25068493	0.00000000	0.37671233	0.37260274	0.00000000	#1986
0.00000000	0.08630137	0.00000000	0.54109589	0.37260274	0.00000000	#1987
0.00000000	0.29863014	0.00000000	0.32876712	0.37260274	0.00000000	#1988
0.00000000	0.39863014	0.00000000	0.22876712	0.37260274	0.00000000	#1989
0.00000000	0.26438356	0.00000000	0.36301370	0.37260274	0.00000000	#1990
0.00000000	0.27260274	0.00000000	0.35479452	0.37260274	0.00000000	#1991
0.00000000	0.27534247	0.00000000	0.35205479	0.37260274	0.00000000	#1992
0.00000000	0.41780822	0.00000000	0.20958904	0.37260274	0.00000000	#1993
0.00000000	0.24794521	0.00000000	0.37945205	0.37260274	0.00000000	#1994
0.00000000	0.22191781	0.00000000	0.40547945	0.37260274	0.00000000	#1995
0.00000000	0.32739726	0.00000000	0.30000000	0.37260274	0.00000000	#1996
0.00000000	0.28493151	0.00000000	0.34246575	0.37260274	0.00000000	#1997
0.00000000	0.26164384	0.00000000	0.36575342	0.37260274	0.00000000	#1998
0.00000000	0.24383562	0.00000000	0.38356164	0.37260274	0.00000000	#1999
0.00000000	0.17808219	0.00000000	0.44931507	0.37260274	0.00000000	#2000
0.00000000	0.15890411	0.00000000	0.46849315	0.37260274	0.00000000	#2001
0.00000000	0.15479452	0.00000000	0.47260274	0.37260274	0.00000000	#2002
0.00000000	0.15616438	0.00000000	0.47123288	0.37260274	0.00000000	#2003
0.00000000	0.14246575	0.00000000	0.48493151	0.37260274	0.00000000	#2004
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2005
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2006
0.00000000	0.49863014	0.00000000	0.12876712	0.37260274	0.00000000	#2007
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2008
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2009
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2010
0.00000000	0.49863014	0.00000000	0.12876712	0.37260274	0.00000000	#2011
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2012
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2013
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2014
0.00000000	0.45890411	0.00000000	0.16849315	0.37260274	0.00000000	#2015
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2016
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2017
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2018
0.00000000	0.43561644	0.00000000	0.19178082	0.37260274	0.00000000	#2019
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2020
0.00000000	0.41506849	0.00000000	0.21232877	0.37260274	0.00000000	#2021
0.00000000	0.40821918	0.00000000	0.21917808	0.37260274	0.00000000	#2022
0.00000000	0.44383562	0.00000000	0.18356164	0.37260274	0.00000000	#2023

# Fishing fleet names (delimited with : no spaces in names)
Directed_Fishery GF_Bycatch Coop_Survey
# Survey names (delimited with : no spaces in names) keep empty

# Are the seasons discrete-instantaneous (0) or continuous (1)
1 1 1 1 1 1
0 #--input format for catch data (0:old format; 1: new format)
2014    3   1   1   1   0   0   200 0.00000 0.00000 0.00000 0.00000 0.00000 0.00184 0.02115 0.08276 0.16736 0.17839 0.17471 0.12322 0.10621 0.07402 0.03724 0.02299 0.01011
2015    3   1   1   1   0   0   204 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.01044 0.06963 0.16144 0.19365 0.15144 0.13838 0.10009 0.08007 0.04569 0.02567 0.02350
2016    3   1   1   1   0   0   271 0.00000 0.00000 0.00000 0.00000 0.00000 0.00148 0.02151 0.12236 0.18947 0.20096 0.14980 0.11680 0.08268 0.05562 0.03040 0.01743 0.01149
2017    3   1   1   1   0   0   252 0.00000 0.00000 0.00000 0.00000 0.00000 0.00038 0.02276 0.13505 0.22534 0.20751 0.17261 0.10129 0.06411 0.03642 0.01517 0.01100 0.00835
2018    3   1   1   1   0   0   255 0.00000 0.00000 0.00000 0.00037 0.00000 0.00037 0.03055 0.13066 0.24917 0.21862 0.15495 0.10085 0.05889 0.03018 0.01435 0.00773 0.00331
2019    3   1   1   1   0   0   260 0.00000 0.00000 0.00000 0.00000 0.00000 0.00101 0.03166 0.15426 0.24688 0.21893 0.14786 0.09936 0.05120 0.02661 0.01617 0.00472 0.00135
2020    3   1   1   1   0   0   286 0.00000 0.00000 0.00000 0.00000 0.00069 0.00103 0.04394 0.16203 0.25026 0.22451 0.14899 0.07896 0.04634 0.02643 0.00721 0.00755 0.00206
2021    3   1   1   1   0   0   281 0.00000 0.00000 0.00000 0.00000 0.00000 0.00073 0.01945 0.10569 0.21578 0.21798 0.15450 0.10606 0.07486 0.06018 0.02862 0.00917 0.00697
2022    3   1   1   1   0   0   238 0.00000 0.00000 0.00000 0.00000 0.00000 0.00140 0.01497 0.12208 0.22404 0.22264 0.17774 0.10337 0.06314 0.03555 0.01964 0.01076 0.00468
2023    3   1   1   1   0   0   278 0.00000 0.00000 0.00000 0.00000 0.00000 0.00037 0.01508 0.11769 0.22839 0.21846 0.17323 0.11548 0.06510 0.04009 0.01839 0.00405 0.00368

                                                                                                                                                                                                        
##  Total   catch   size    comp                                                                                    
#year	seas	fleet	sex	type	shell	maturity	nsamp	l103	l108	l113	l118	l123	l128	l133	l138	l143	l148	l153	l158	l163	l168	l173	l178	l183
1990	3	1	1	0	0	0	67	0.07154	0.06962	0.07462	0.09538	0.13462	0.11769	0.11077	0.09923	0.08923	0.06808	0.03346	0.01885	0.01154	0.00269	0.00192	0.00038	0.00038
1991	3	1	1	0	0	0	44	0.04045	0.05383	0.06752	0.07269	0.10006	0.13321	0.13382	0.12530	0.10036	0.07877	0.03863	0.02524	0.01916	0.00547	0.00243	0.00213	0.00091
1992	3	1	1	0	0	0	44	0.07079	0.09639	0.09484	0.10931	0.11554	0.09884	0.09016	0.08037	0.08215	0.06901	0.04096	0.02805	0.01336	0.00534	0.00267	0.00156	0.00067
1994	3	1	1	0	0	0	121	0.09281	0.08105	0.10980	0.09804	0.10719	0.14248	0.11373	0.08889	0.06928	0.05098	0.02222	0.02092	0.00261	0.00000	0.00000	0.00000	0.00000
1995	3	1	1	0	0	0	1013	0.04636	0.05923	0.07703	0.09159	0.10688	0.12221	0.12852	0.11284	0.09233	0.06971	0.04215	0.02412	0.01363	0.00736	0.00388	0.00134	0.00083
1996	3	1	1	0	0	0	615	0.03350	0.04522	0.06263	0.08121	0.10403	0.12897	0.13431	0.11943	0.09805	0.07533	0.04892	0.02995	0.01855	0.01001	0.00604	0.00240	0.00146
1997	3	1	1	0	0	0	800	0.03410	0.04547	0.05996	0.07686	0.09750	0.12115	0.13358	0.12490	0.10654	0.07933	0.04974	0.03114	0.01940	0.01103	0.00578	0.00215	0.00135
1998	3	1	1	0	0	0	605	0.03541	0.04620	0.06431	0.08549	0.10807	0.12731	0.13360	0.12082	0.09851	0.07317	0.04472	0.02878	0.01774	0.00903	0.00451	0.00164	0.00070
1999	3	1	1	0	0	0	624	0.02874	0.03456	0.04149	0.06124	0.08597	0.11527	0.14220	0.13963	0.12063	0.09134	0.05868	0.03495	0.02285	0.01271	0.00622	0.00257	0.00095
2000	3	1	1	0	0	0	545	0.02743	0.03758	0.05060	0.06649	0.08032	0.11242	0.13677	0.14361	0.12022	0.08488	0.05752	0.03725	0.02192	0.01291	0.00640	0.00250	0.00118
2001	3	1	1	0	0	0	550	0.02200	0.02885	0.03711	0.04825	0.06336	0.09096	0.13613	0.15296	0.14534	0.11144	0.07242	0.04222	0.02507	0.01334	0.00624	0.00297	0.00133
2002	3	1	1	0	0	0	497	0.01911	0.02540	0.03154	0.03884	0.05423	0.08689	0.11830	0.15080	0.14934	0.12790	0.08827	0.05131	0.03258	0.01481	0.00726	0.00238	0.00104
2003	3	1	1	0	0	0	457	0.01496	0.02402	0.02816	0.04020	0.05746	0.08747	0.11275	0.13979	0.14366	0.13208	0.09355	0.05890	0.03398	0.01762	0.00942	0.00392	0.00207
2004	3	1	1	0	0	0	333	0.01214	0.01759	0.02475	0.03635	0.05818	0.08145	0.10641	0.13603	0.14721	0.13587	0.09893	0.06613	0.04409	0.02088	0.00864	0.00435	0.00101
2005	3	1	1	0	0	0	210	0.00643	0.00883	0.01012	0.01550	0.02931	0.04128	0.07903	0.13469	0.15557	0.15951	0.13485	0.09076	0.06899	0.03646	0.01767	0.00739	0.00361
2006	3	1	1	0	0	0	194	0.00507	0.00888	0.01110	0.01416	0.02621	0.03995	0.08623	0.11529	0.15650	0.15386	0.13220	0.10071	0.07228	0.04216	0.01997	0.00941	0.00602
2007	3	1	1	0	0	0	189	0.00281	0.00370	0.00530	0.00795	0.01767	0.03406	0.07126	0.12315	0.15063	0.15280	0.14308	0.10042	0.08138	0.05157	0.02908	0.01599	0.00916
2008	3	1	1	0	0	0	148	0.00420	0.00528	0.00834	0.01196	0.02310	0.04302	0.07941	0.12466	0.15215	0.15336	0.12867	0.09717	0.07222	0.04830	0.02488	0.01444	0.00885
2009	3	1	1	0	0	0	141	0.00401	0.00530	0.00895	0.01539	0.02455	0.04938	0.09168	0.14135	0.15524	0.14250	0.12282	0.09369	0.06806	0.04015	0.02333	0.00859	0.00501
2010	3	1	1	0	0	0	172	0.00707	0.00857	0.01335	0.01989	0.03631	0.05568	0.09049	0.13361	0.14624	0.13701	0.11163	0.09232	0.06301	0.04155	0.02342	0.01276	0.00707
2011	3	1	1	0	0	0	157	0.00490	0.00700	0.01011	0.01374	0.02185	0.03949	0.08376	0.14394	0.15631	0.14757	0.12520	0.09240	0.06655	0.04407	0.02417	0.01216	0.00679
2012	3	1	1	0	0	0	143	0.00257	0.00542	0.00731	0.00760	0.01923	0.03594	0.07739	0.12360	0.15464	0.15193	0.13173	0.10292	0.07468	0.05143	0.03085	0.01434	0.00843
2013	3	1	1	0	0	0	166	0.00366	0.00647	0.00983	0.01555	0.02534	0.04988	0.09312	0.13918	0.15419	0.14368	0.11624	0.08842	0.06417	0.04476	0.02677	0.01160	0.00714
2014	3	1	1	0	0	0	108	0.00393	0.00581	0.00957	0.01610	0.02669	0.04686	0.08920	0.11983	0.14778	0.13964	0.12148	0.09501	0.07226	0.04994	0.03112	0.01516	0.00961
2015	3	1	1	0	0	0	126	0.00527	0.00877	0.01414	0.02233	0.03427	0.05481	0.08934	0.12484	0.14694	0.14076	0.10931	0.08766	0.06061	0.04550	0.02873	0.01556	0.01116
2016	3	1	1	0	0	0	176	0.00747	0.01000	0.01529	0.02157	0.03795	0.06549	0.11757	0.15257	0.15981	0.13752	0.09833	0.06879	0.04592	0.03105	0.01617	0.00912	0.00537
2017	3	1	1	0	0	0	164	0.00761	0.01010	0.01570	0.02135	0.03687	0.06823	0.11944	0.15885	0.16667	0.14641	0.09991	0.06178	0.03918	0.02126	0.01189	0.00770	0.00706
2018	3	1	1	0	0	0	141	0.00707	0.01102	0.01518	0.02268	0.04525	0.07213	0.13308	0.15347	0.17447	0.13390	0.09989	0.05452	0.03459	0.02118	0.01133	0.00631	0.00392
2019	3	1	1	0	0	0	152	0.00328	0.00639	0.01042	0.01768	0.03545	0.07238	0.12910	0.16305	0.17513	0.14871	0.10030	0.06422	0.03816	0.01982	0.00958	0.00410	0.00223
2020	3	1	1	0	0	0	158	0.00513	0.00621	0.01207	0.01818	0.04125	0.06606	0.13430	0.17381	0.18387	0.13815	0.10078	0.05325	0.03473	0.01644	0.00888	0.00392	0.00295
2021	3	1	1	0	0	0	138	0.00253	0.00302	0.00555	0.00807	0.01961	0.05298	0.10596	0.16112	0.18375	0.16087	0.11834	0.07234	0.05001	0.02892	0.01510	0.00723	0.00460
2022	3	1	1	0	0	0	90	0.00157	0.00129	0.00303	0.00663	0.01297	0.03892	0.09396	0.16304	0.19758	0.17782	0.12783	0.07914	0.04617	0.02690	0.01342	0.00640	0.00331
2023	3	1	1	0	0	0	139	0.00186	0.00236	0.00377	0.00865	0.01790	0.04544	0.11275	0.16594	0.18378	0.16011	0.11984	0.07953	0.05258	0.02709	0.01186	0.00437	0.00216

#year	seas	fleet	sex	type	shell	maturity	nsamp	l103	l108	l113	l118	l123	l128	l133	l138	l143	l148	l153	l158	l163	l168	l173	l178	l183
2015	3	3	1	0	0	0	408	0.01601	0.01158	0.01115	0.01590	0.02923	0.04065	0.08691	0.13552	0.13332	0.13072	0.09718	0.07929	0.07095	0.06327	0.03338	0.01746	0.01259
2016	3	3	1	0	0	0	594	0.01046	0.00641	0.00836	0.01380	0.01985	0.05260	0.10023	0.14073	0.15322	0.13633	0.09682	0.08935	0.06396	0.04038	0.02639	0.01212	0.00868
2017	3	3	1	0	0	0	834	0.00790	0.00939	0.01175	0.01675	0.03562	0.05256	0.10577	0.14995	0.15421	0.14774	0.10392	0.07371	0.04305	0.03061	0.02398	0.00856	0.00780
2018	3	3	1	0	0	0	645	0.01019	0.01505	0.01948	0.03593	0.05830	0.10304	0.17787	0.18296	0.13393	0.09937	0.05803	0.03427	0.02545	0.01560	0.00640	0.00410	0.00107
2019	3	3	1	0	0	0	837	0.00959	0.01406	0.01456	0.02324	0.03342	0.06847	0.12357	0.15897	0.16156	0.13222	0.09455	0.05709	0.03781	0.02544	0.00966	0.00441	0.00368
2021	3	3	1	0	0	0	367	0.00405	0.00379	0.00563	0.00883	0.02333	0.04313	0.09369	0.14690	0.16035	0.14870	0.11742	0.07954	0.05967	0.04207	0.02306	0.01377	0.00863
2022	3	3	1	0	0	0	1364	0.00153	0.00421	0.00571	0.00947	0.02133	0.04770	0.10732	0.17045	0.18072	0.16725	0.11847	0.06971	0.04192	0.02282	0.01494	0.00724	0.00312
2023	3	3	1	0	0	0	1262	0.00490	0.00805	0.00888	0.01346	0.03355	0.06366	0.10189	0.14159	0.14939	0.14207	0.10541	0.09223	0.06031	0.03614	0.01767	0.00921	0.00567


#
##  Growth data (increment)
# Type of growth increment (0=no growth data;1=size-at-release; 2= size-class-at-release)
3
# nobs_growth
222
# Class-at-release; Sex; Class-at-recapture;  Years-at-liberty;  number transition matrix; RecaptureFleet Recapture Year (if applicable)  sample size
1       1       3       1       1       1       2004    2
1       1       4       1       1       1       2004    2
2       1       2       1       1       1       2004    1
2       1       4       1       1       1       2004    4
2       1       5       1       1       1       2004    10
2       1       6       1       1       1       2004    1
2       1       8       1       1       1       2004    1
3       1       5       1       1       1       2004    4
3       1       6       1       1       1       2004    6
3       1       7       1       1       1       2004    2
4       1       4       1       1       1       2004    2
4       1       6       1       1       1       2004    7
4       1       7       1       1       1       2004    29
4       1       8       1       1       1       2004    12
5       1       5       1       1       1       2004    9
5       1       6       1       1       1       2004    10
5       1       7       1       1       1       2004    25
5       1       8       1       1       1       2004    90
5       1       9       1       1       1       2004    24
5       1       10      1       1       1       2004    3
6       1       6       1       1       1       2004    18
6       1       7       1       1       1       2004    12
6       1       8       1       1       1       2004    36
6       1       9       1       1       1       2004    96
6       1       10      1       1       1       2004    21
7       1       7       1       1       1       2004    43
7       1       8       1       1       1       2004    9
7       1       9       1       1       1       2004    37
7       1       10      1       1       1       2004    64
7       1       11      1       1       1       2004    23
8       1       8       1       1       1       2004    39
8       1       9       1       1       1       2004    11
8       1       10      1       1       1       2004    28
8       1       11      1       1       1       2004    44
8       1       12      1       1       1       2004    13
8       1       13      1       1       1       2004    1
9       1       9       1       1       1       2004    48
9       1       10      1       1       1       2004    7
9       1       11      1       1       1       2004    8
9       1       12      1       1       1       2004    22
9       1       13      1       1       1       2004    3
10      1       10      1       1       1       2004    56
10      1       11      1       1       1       2004    4
10      1       12      1       1       1       2004    7
10      1       13      1       1       1       2004    12
10      1       14      1       1       1       2004    1
11      1       11      1       1       1       2004    30
11      1       12      1       1       1       2004    6
11      1       13      1       1       1       2004    1
11      1       14      1       1       1       2004    5
12      1       12      1       1       1       2004    18
12      1       13      1       1       1       2004    4
12      1       14      1       1       1       2004    2
12      1       15      1       1       1       2004    2
13      1       13      1       1       1       2004    12
13      1       14      1       1       1       2004    1
13      1       15      1       1       1       2004    1
13      1       16      1       1       1       2004    1
14      1       14      1       1       1       2004    10
14      1       15      1       1       1       2004    1
15      1       15      1       1       1       2004    3
15      1       16      1       1       1       2004    1
17      1       17      1       1       1       2004    1
#Year2                                                                  
                1       1       4       2       1       1       2004    1
                1       1       8       2       1       1       2004    1
                2       1       5       2       1       1       2004    2
                2       1       7       2       1       1       2004    1
                2       1       8       2       1       1       2004    4
                2       1       9       2       1       1       2004    3
                3       1       5       2       1       1       2004    3
                3       1       6       2       1       1       2004    7
                3       1       7       2       1       1       2004    1
                3       1       8       2       1       1       2004    1
                3       1       9       2       1       1       2004    13
                3       1       10      2       1       1       2004    1
                4       1       6       2       1       1       2004    1
                4       1       7       2       1       1       2004    16
                4       1       8       2       1       1       2004    8
                4       1       9       2       1       1       2004    6
                4       1       10      2       1       1       2004    10
                4       1       11      2       1       1       2004    4
                5       1       5       2       1       1       2004    1
                5       1       6       2       1       1       2004    2
                5       1       7       2       1       1       2004    15
                5       1       8       2       1       1       2004    61
                5       1       9       2       1       1       2004    17
                5       1       10      2       1       1       2004    5
                5       1       11      2       1       1       2004    10
                5       1       12      2       1       1       2004    4
                5       1       14      2       1       1       2004    1
                6       1       6       2       1       1       2004    1
                6       1       7       2       1       1       2004    2
                6       1       8       2       1       1       2004    24
                6       1       9       2       1       1       2004    42
                6       1       10      2       1       1       2004    9
                6       1       11      2       1       1       2004    3
                6       1       12      2       1       1       2004    6
                6       1       13      2       1       1       2004    2
                7       1       7       2       1       1       2004    2
                7       1       8       2       1       1       2004    5
                7       1       9       2       1       1       2004    11
                7       1       10      2       1       1       2004    39
                7       1       11      2       1       1       2004    13
                7       1       12      2       1       1       2004    1
                7       1       14      2       1       1       2004    1
                8       1       8       2       1       1       2004    3
                8       1       9       2       1       1       2004    4
                8       1       10      2       1       1       2004    10
                8       1       11      2       1       1       2004    38
                8       1       12      2       1       1       2004    8
                8       1       13      2       1       1       2004    1
                9       1       9       2       1       1       2004    5
                9       1       10      2       1       1       2004    1
                9       1       11      2       1       1       2004    7
                9       1       12      2       1       1       2004    14
                9       1       13      2       1       1       2004    5
                10      1       10      2       1       1       2004    3
                10      1       12      2       1       1       2004    6
                10      1       13      2       1       1       2004    14
                10      1       14      2       1       1       2004    2
                10      1       17      2       1       1       2004    1
                11      1       11      2       1       1       2004    1
                11      1       13      2       1       1       2004    5
                11      1       14      2       1       1       2004    4
                12      1       12      2       1       1       2004    1
                12      1       14      2       1       1       2004    2
                12      1       15      2       1       1       2004    2
#Year3                                                                  
                1       1       1       3       1       1       2004    1
                1       1       7       3       1       1       2004    5
                1       1       9       3       1       1       2004    1
                2       1       7       3       1       1       2004    3
                2       1       8       3       1       1       2004    11
                2       1       9       3       1       1       2004    6
                2       1       10      3       1       1       2004    1
                3       1       6       3       1       1       2004    1
                3       1       7       3       1       1       2004    1
                3       1       8       3       1       1       2004    4
                3       1       9       3       1       1       2004    14
                3       1       10      3       1       1       2004    5
                4       1       7       3       1       1       2004    1
                4       1       8       3       1       1       2004    1
                4       1       9       3       1       1       2004    5
                4       1       10      3       1       1       2004    14
                4       1       11      3       1       1       2004    3
                4       1       12      3       1       1       2004    1
                5       1       7       3       1       1       2004    1
                5       1       8       3       1       1       2004    4
                5       1       9       3       1       1       2004    5
                5       1       10      3       1       1       2004    12
                5       1       11      3       1       1       2004    24
                5       1       12      3       1       1       2004    12
                5       1       13      3       1       1       2004    2
                5       1       14      3       1       1       2004    1
                6       1       6       3       1       1       2004    1
                6       1       8       3       1       1       2004    2
                6       1       9       3       1       1       2004    8
                6       1       10      3       1       1       2004    2
                6       1       11      3       1       1       2004    6
                6       1       12      3       1       1       2004    7
                6       1       13      3       1       1       2004    3
                6       1       14      3       1       1       2004    1
                7       1       8       3       1       1       2004    1
                7       1       9       3       1       1       2004    2
                7       1       10      3       1       1       2004    11
                7       1       11      3       1       1       2004    3
                7       1       13      3       1       1       2004    6
                7       1       14      3       1       1       2004    3
                8       1       10      3       1       1       2004    1
                8       1       11      3       1       1       2004    7
                8       1       12      3       1       1       2004    2
                8       1       14      3       1       1       2004    1
                9       1       11      3       1       1       2004    1
                9       1       12      3       1       1       2004    4
                9       1       13      3       1       1       2004    1
                9       1       15      3       1       1       2004    1
                9       1       16      3       1       1       2004    1
                10      1       13      3       1       1       2004    1
                13      1       15      3       1       1       2004    1
#Year4                                                                  
                1       1       10      4       1       1       2004    6
                1       1       11      4       1       1       2004    1
                2       1       8       4       1       1       2004    1
                2       1       10      4       1       1       2004    1
                2       1       11      4       1       1       2004    5
                3       1       8       4       1       1       2004    3
                3       1       9       4       1       1       2004    3
                3       1       10      4       1       1       2004    3
                3       1       11      4       1       1       2004    1
                3       1       12      4       1       1       2004    1
                3       1       14      4       1       1       2004    1
                4       1       9       4       1       1       2004    1
                4       1       10      4       1       1       2004    2
                4       1       12      4       1       1       2004    1
                4       1       14      4       1       1       2004    1
                5       1       8       4       1       1       2004    1
                5       1       10      4       1       1       2004    1
                5       1       11      4       1       1       2004    4
                5       1       12      4       1       1       2004    4
                6       1       11      4       1       1       2004    1
                6       1       12      4       1       1       2004    2
                7       1       10      4       1       1       2004    2
                7       1       12      4       1       1       2004    1
                7       1       14      4       1       1       2004    2
                8       1       14      4       1       1       2004    2
#Year5                                                                  
                1       1       10      5       1       1       2004    2
                2       1       11      5       1       1       2004    1
                2       1       12      5       1       1       2004    1
                2       1       16      5       1       1       2004    1
                3       1       11      5       1       1       2004    1
                3       1       13      5       1       1       2004    3
                3       1       14      5       1       1       2004    1
                5       1       14      5       1       1       2004    1
                7       1       13      5       1       1       2004    1
                7       1       14      5       1       1       2004    1
#Year6                                                                  
                1       1       8       6       1       1       2004    1
                1       1       9       6       1       1       2004    1
                1       1       11      6       1       1       2004    1
                1       1       12      6       1       1       2004    1
                1       1       13      6       1       1       2004    2
                2       1       11      6       1       1       2004    2
                2       1       14      6       1       1       2004    1
                3       1       9       6       1       1       2004    1
                4       1       10      6       1       1       2004    2

# Environmental data
1   #--format flag (0=old style, 1=new style)
0   # Number of series
# Year ranges

# Indices
# Index Year Value

## eof
9999
