HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,START_LATITUDE,START_LONGITUDE,STATIONID,STRATUM,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT_VARIABLE,SPECIES_CODE,SEX,LENGTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,SPECIAL_SAMPLE,SPECIAL1,SPECIAL2,SPECIAL3,WEIGHT,SAMPLING_FACTOR, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,126,2,7,2,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,109,2,4,1,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,130,2,4,1,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,87,2,0,0,0,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,118,3,7,2,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,101,2,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,104,2,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,137,3,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,113,3,7,2,3,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,115,1,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,116,2,4,2,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,106,2,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,130,2,7,2,2,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,121,2,7,2,4,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,103,2,4,1,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,128,2,4,1,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,113,3,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,111,2,4,1,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,112,2,7,2,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,115,2,4,1,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,108,2,4,1,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,136,2,4,1,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,118,2,4,1,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,120,2,7,2,4,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,98,2,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,101,2,4,1,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,105,4,0,0,1,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,141,3,7,2,6,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,142,2,4,1,5,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,1,105,2,,,,,,,,,,,1, 
-8740,94,201201,17,3,0,06112012,1707,0.576,2.51,15.169,Y,7.709,56.15493,-168.53442,21-04,21,280,288,4.2,3.2,732,172,115,1,0.011100658,69310,2,127,2,4,1,6,,,,,,,,1, 
-8741,94,201201,18,3,0,06122012,0729,0.507,2.282,15,Y,7.88,56.46975,-171.85268,31-02,31,306,314,4.8,3.4,777,172,115,1,0.009979871,69310,0,0,,,,,,,,,,,,0, 
-8742,94,201201,19,3,0,06122012,0945,0.514,2.242,16.297,Y,7.407,56.50463,-172.00155,32-01,32,532,539,4.6,3.7,1143,172,115,1,0.01065274,69310,2,81,2,0,0,0,,,,,,,,1, 
-8742,94,201201,19,3,0,06122012,0945,0.514,2.242,16.297,Y,7.407,56.50463,-172.00155,32-01,32,532,539,4.6,3.7,1143,172,115,1,0.01065274,69310,1,34,2,,,,,,,,,,,1, 
-8743,94,201201,20,3,0,06122012,1243,0.509,2.285,16.649,Y,6.884,56.49583,-172.20073,35-01,35,1000,1007,5.1,2.8,1920,172,115,2,0.011091554,69310,0,0,,,,,,,,,,,,0, 
-8744,94,201201,21,3,0,06122012,1515,0.586,2.434,17.112,Y,6.876,56.49042,-172.29762,35-02,35,1018,1025,5,2.7,1920,172,115,2,0.012143374,69310,0,0,,,,,,,,,,,,0, 
-8745,94,201201,22,3,0,06122012,1816,0.327,1.35,15.426,N,7.975,56.56325,-172.80173,31-04,31,213,221,5.1,2.9,640,172,115,2,0.006071628,69310,0,0,,,,,,,,,,,,0, 
-8746,94,201201,23,3,0,06132012,0740,0.306,1.356,16.673,Y,7.003,57.75208,-173.94308,44-01,44,867,874,3.6,3.1,1646,172,115,1,0.00659161,69310,0,0,,,,,,,,,,,,0, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,1,103,2,,,,,,,,,,,1, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,1,144,2,,,,,,,,,,,1, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,2,102,2,0,0,0,,,,,,,,1, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,2,141,3,4,2,6,,,,,,,,1, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,2,107,2,4,1,5,,,,,,,,1, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,2,114,2,4,1,5,,,,,,,,1, 
-8747,94,201201,24,3,0,06132012,0944,0.509,2.399,15.46,Y,7.78,57.73012,-173.78342,41-03,41,349,357,4.1,3.7,823,172,115,1,0.010813288,69310,2,116,2,0,0,1,,,,,,,,1, 
-8748,94,201201,25,3,4.1,06132012,1237,0.537,2.258,15.85,Y,7.508,57.83922,-173.95028,43-06,43,651,659,4.2,3.4,1326,172,115,2,0.01043449,69310,1,120,2,,,,,,,,,,,1, 
-8749,94,201201,26,3,0,06132012,1528,0.526,2.374,14.968,Y,7.947,57.84867,-173.9051,42-02,42,500,508,3.8,3.7,1052,172,115,1,0.010360066,69310,0,0,,,,,,,,,,,,0, 
-8750,94,201201,27,3,5.1,06142012,0724,0.446,1.772,16.075,Y,7.372,58.53827,-176.85288,53-02,53,762,769,3.4,3.4,1554,172,115,2,0.008304868,69310,0,0,,,,,,,,,,,,0, 
-8751,94,201201,28,3,1.12,06142012,1023,0.201,0.784,17.165,Y,7.374,58.55712,-176.93167,54-05,54,872,879,3.4,3.2,1737,172,115,1,0.003923538,69310,0,0,,,,,,,,,,,,0, 
-8752,94,201201,29,3,0,06142012,1229,0.538,2.67,15.671,Y,7.333,58.60448,-176.80745,51-01,51,234,241,3.1,2.3,686,172,115,1,0.01219905,69310,1,140,2,,,,,,,,,,,1, 
-8753,94,201201,30,3,0,06142012,1447,0.558,2.503,15.503,Y,7.67,58.5717,-177.08983,52-06,52,440,448,4.1,3.8,1052,172,115,1,0.011313439,69310,1,111,3,,,,,,,,,,,1, 
-8754,94,201201,31,3,0,06142012,1709,0.528,2.605,15.174,Y,7.885,58.61795,-177.23873,51-06,51,258,266,3.6,2.5,823,172,115,1,0.0115246,69310,0,0,,,,,,,,,,,,0, 
-8755,94,201201,32,3,0,06152012,0829,0.351,1.592,16.561,Y,6.695,59.71983,-178.63685,63-04,63,634,641,2.7,3.5,1326,172,115,2,0.007686837,69310,0,0,,,,,,,,,,,,0, 
-8756,94,201201,33,3,0,06152012,1214,0.376,1.673,16.835,Y,6.5,59.58622,-178.50698,64-07,64,907,913,3.4,3.1,1783,172,115,1,0.008211587,69310,0,0,,,,,,,,,,,,0, 
-8757,94,201201,34,3,0,06152012,1458,0.498,2.442,16.409,Y,7.306,59.55243,-178.41268,62-05,62,422,429,3.3,3.5,1006,172,115,1,0.01168277,69310,1,111,2,,,,,,,,,,,1, 
-8757,94,201201,34,3,0,06152012,1458,0.498,2.442,16.409,Y,7.306,59.55243,-178.41268,62-05,62,422,429,3.3,3.5,1006,172,115,1,0.01168277,69310,1,109,3,,,,,,,,,,,1, 
-8757,94,201201,34,3,0,06152012,1458,0.498,2.442,16.409,Y,7.306,59.55243,-178.41268,62-05,62,422,429,3.3,3.5,1006,172,115,1,0.01168277,69310,2,102,2,7,2,6,,,,,,,,1, 
-8757,94,201201,34,3,0,06152012,1458,0.498,2.442,16.409,Y,7.306,59.55243,-178.41268,62-05,62,422,429,3.3,3.5,1006,172,115,1,0.01168277,69310,1,99,2,,,,,,,,,,,1, 
-8757,94,201201,34,3,0,06152012,1458,0.498,2.442,16.409,Y,7.306,59.55243,-178.41268,62-05,62,422,429,3.3,3.5,1006,172,115,1,0.01168277,69310,1,106,2,,,,,,,,,,,1, 
-8758,94,201201,35,3,0,06152012,1745,0.529,2.405,15.593,Y,7.516,59.52788,-178.25208,61-05,61,222,230,2.9,2.3,640,172,115,2,0.01093359,69310,1,141,3,,,,,,,,,,,1, 
-8759,94,201201,36,3,0,06162012,0724,0.477,2.349,15.976,Y,7.5,59.50305,-178.30178,61-06,61,257,264,3.5,2.6,732,172,115,1,0.010941304,69310,0,0,,,,,,,,,,,,0, 
-8760,94,201201,37,3,0,06162012,0940,0.522,2.522,15.825,Y,7.432,59.52798,-178.0648,61-20,61,218,225,1.6,2.2,640,172,115,1,0.011636084,69310,1,128,2,,,,,,,,,,,1, 
-8761,94,201201,38,3,0,06162012,1223,0.5,2.216,15.576,Y,7.848,59.51275,-177.78427,61-04,61,306,314,2.8,2.9,777,172,115,1,0.010063377,69310,2,116,2,7,2,6,,,,,,,,1, 
-8761,94,201201,38,3,0,06162012,1223,0.5,2.216,15.576,Y,7.848,59.51275,-177.78427,61-04,61,306,314,2.8,2.9,777,172,115,1,0.010063377,69310,1,145,4,,,,,,,,,,,1, 
-8762,94,201201,39,3,4.1,06162012,1527,0.274,1.359,13.25,Y,8.537,59.40342,-177.74772,62-03,62,425,434,3.1,3.6,1052,172,115,1,0.005249928,69310,1,103,4,,,,,,,,,,,1, 
-8763,94,201201,40,3,0,06162012,1801,0.487,2.313,15.59,Y,7.902,59.377,-177.5984,61-02,61,244,252,3.8,2.6,686,172,115,1,0.010513318,69310,2,140,3,0,4,1,,,,,,,,1, 
-8763,94,201201,40,3,0,06162012,1801,0.487,2.313,15.59,Y,7.902,59.377,-177.5984,61-02,61,244,252,3.8,2.6,686,172,115,1,0.010513318,69310,1,151,3,,,,,,,,,,,1, 
-8764,94,201201,41,3,0,06172012,0734,0.438,1.901,15.682,Y,7.619,59.3682,-178.47457,65-05,65,1033,1041,5.3,2.8,1920,172,115,1,0.008691637,69310,0,0,,,,,,,,,,,,0, 
-8765,94,201201,42,3,0,06172012,1135,0.559,2.382,16.506,Y,6.959,59.36293,-178.25127,64-03,64,828,835,3.8,3.1,1692,172,115,1,0.011463088,69310,0,0,,,,,,,,,,,,0, 
-8766,94,201201,43,3,0,06172012,1420,0.558,2.234,16.335,Y,6.803,59.38933,-178.25685,63-10,63,764,771,4.3,3.3,1554,172,115,1,0.010639479,69310,0,0,,,,,,,,,,,,0, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,86,2,0,0,0,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,100,3,0,4,1,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,103,2,4,1,5,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,77,2,0,0,0,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,89,2,0,0,0,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,85,2,,,,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,86,2,,,,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,76,2,0,0,0,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,64,1,0,0,0,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,87,3,,,,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,90,3,,,,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,2,90,2,0,0,1,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,105,2,,,,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,84,2,,,,,,,,,,,1, 
-8767,94,201201,44,3,0,06172012,1645,0.571,2.475,15.879,Y,7.811,59.41855,-178.11585,62-04,62,526,534,3.8,3.6,1189,172,115,2,0.0114582,69310,1,91,3,,,,,,,,,,,1, 
