index,name,value,std.dev,index,name,value,std.dev
116,log-fdev[2],-0.46767,0.10232,166,log-fdev[4],-0.77457,0.10021
117,log-fdev[2],-0.40344,0.10254,167,log-fdev[4],-0.50088,0.10008
118,log-fdev[2],-0.87389,0.10245,168,log-fdev[4],-0.54665,0.099849
119,log-fdev[2],0.41681,0.10269,169,log-fdev[4],-0.00071098,0.099821
120,log-fdev[2],0.13763,0.10254,170,log-fdev[4],-0.70209,0.10009
121,log-fdev[2],-0.61954,0.10195,171,log-fdev[4],-1.6997,0.09985
122,log-fdev[2],0.15033,0.1019,172,log-fdev[4],-2.5355,0.099453
123,log-fdev[2],-0.14876,0.10171,173,log-fdev[4],-1.0549,0.099235
124,log-fdev[2],-0.24278,0.10153,174,log-fdev[4],-0.49991,0.099247
125,log-fdev[2],-0.010702,0.10155,175,log-fdev[4],0.63872,0.099217
126,log-fdev[2],-0.28881,0.10141,176,log-fdev[4],1.4877,0.099421
127,log-fdev[2],-0.11785,0.10123,177,log-fdev[4],1.168,0.099859
128,log-fdev[2],-0.043156,0.10123,178,log-fdev[4],0.33355,0.10068
129,log-fdev[2],-0.074312,0.10138,179,log-fdev[4],1.9323,0.10214
130,log-fdev[2],-0.43081,0.10146,180,log-fdev[4],2.1866,0.1035
131,log-fdev[2],-0.57727,0.10136,181,log-fdev[4],0.98085,0.10513
132,log-fdev[2],-1.037,0.1011,182,log-fdev[4],0.77067,0.10711
133,log-fdev[2],-1.5569,0.10126,183,log-fdev[4],0.75061,0.10858
134,log-fdev[2],-0.8432,0.10147,184,log-foff[1],-2.7874,0.038966
135,log-fdev[2],-1.4097,0.10169,185,log-foff[3],-0.20793,0.42468
136,log-fdev[2],-1.0287,0.10243,186,log-fdov[1],2.0001,0.083655
137,log-fdev[2],-0.50692,0.10386,187,log-fdov[1],-0.67397,0.082754
138,log-fdev[2],-0.078287,0.10599,188,log-fdov[1],1.9946,0.08397
139,log-fdev[2],-0.14831,0.10836,189,log-fdov[1],1.8298,0.085604
140,log-fdev[2],-0.058587,0.11114,190,log-fdov[1],-0.40781,0.084276
141,log-fdev[2],-0.089413,0.11338,191,log-fdov[1],-0.18293,0.082201
142,log-fdev[2],-1.0767,0.11414,192,log-fdov[1],-3.6921,0.081237
193,log-fdov[1],-0.32314,0.081804,243,rec-dev-est,-0.5559,0.2646
194,log-fdov[1],1.4619,0.082071,244,rec-dev-est,-1.1831,0.33414
195,log-fdov[1],-2.7674,0.081326,245,rec-dev-est,-0.17178,0.20833
196,log-fdov[1],1.1608,0.080479,246,rec-dev-est,0.80654,0.17111
197,log-fdov[1],0.88355,0.08041,247,rec-dev-est,-0.17877,0.23446
198,log-fdov[1],-1.866,0.079853,248,rec-dev-est,-0.12371,0.24642
199,log-fdov[1],1.2188,0.079939,249,rec-dev-est,1.2175,0.17078
200,log-fdov[1],0.42783,0.079966,250,rec-dev-est,-0.2248,0.2705
201,log-fdov[1],0.96299,0.079467,251,rec-dev-est,-0.29961,0.26781
202,log-fdov[1],-1.2233,0.07899,252,rec-dev-est,0.96741,0.17218
203,log-fdov[1],-0.18319,0.078963,253,rec-dev-est,0.23122,0.19537
204,log-fdov[1],-0.4467,0.079288,254,rec-dev-est,-0.1312,0.2012
205,log-fdov[1],-0.71264,0.079481,255,rec-dev-est,-0.73935,0.24915
206,log-fdov[1],-0.23331,0.079256,256,rec-dev-est,-0.5739,0.24372
207,log-fdov[1],-1.1323,0.078386,257,rec-dev-est,0.36351,0.19383
208,log-fdov[1],-1.8517,0.077994,258,rec-dev-est,-0.13056,0.2364
209,log-fdov[1],0.16813,0.077981,259,rec-dev-est,-0.73048,0.24782
210,log-fdov[1],-0.23773,0.078121,260,rec-dev-est,-1.0071,0.23286
211,log-fdov[1],0.82139,0.078725,261,rec-dev-est,-1.458,0.2722
212,log-fdov[1],0.27227,0.08035,262,rec-dev-est,-1.0201,0.23134
213,log-fdov[1],-0.37952,0.083305,263,rec-dev-est,-0.3282,0.1867
214,log-fdov[1],0.94771,0.087571,264,rec-dev-est,-1.1821,0.26152
215,log-fdov[1],-0.12578,0.09127,265,rec-dev-est,-0.39767,0.2091
216,log-fdov[1],-0.65015,0.092932,266,rec-dev-est,-0.98585,0.28231
217,log-fdov[1],2.9387,0.093318,267,rec-dev-est,-0.91657,0.28527
218,log-fdov[3],-0.000061081,0.093254,268,rec-dev-est,-0.77833,0.2863
219,log-fdov[3],0.00011225,0.093253,269,rec-dev-est,-0.44153,0.33032
220,log-fdov[3],0.00040802,0.093254,270,logit-rec-prop-est,-0.45153,0.15017
221,log-fdov[3],0.0009213,0.093267,271,logit-rec-prop-est,0.24762,0.4204
222,log-fdov[3],1.5463,0.14241,272,logit-rec-prop-est,-0.070225,0.45899
223,log-fdov[3],1.8286,0.11853,273,logit-rec-prop-est,0.46301,0.37138
224,log-fdov[3],0.59805,0.14466,274,logit-rec-prop-est,-0.06146,0.16344
225,log-fdov[3],-3.425,0.10784,275,logit-rec-prop-est,0.23443,0.24352
226,log-fdov[3],-2.181,0.1438,276,logit-rec-prop-est,0.58047,0.66531
227,log-fdov[3],-0.80094,0.11738,277,logit-rec-prop-est,0.31328,0.28664
228,log-fdov[3],0.026226,0.13561,278,logit-rec-prop-est,-0.46307,0.65273
229,log-fdov[3],0.376,0.10361,279,logit-rec-prop-est,-0.23877,0.088209
230,log-fdov[3],0.96138,0.15064,280,logit-rec-prop-est,1.3038,0.60441
231,log-fdov[3],0.16844,0.14543,281,logit-rec-prop-est,0.41614,0.60184
232,log-fdov[3],0.90053,0.17377,282,logit-rec-prop-est,0.54156,0.31971
233,rec-dev-est,0.74201,0.17493,283,logit-rec-prop-est,-0.017668,0.14168
234,rec-dev-est,-0.47841,0.25266,284,logit-rec-prop-est,0.21883,0.36384
235,rec-dev-est,-0.90072,0.28478,285,logit-rec-prop-est,-0.50315,0.36874
236,rec-dev-est,-0.5834,0.22676,286,logit-rec-prop-est,-0.44395,0.12761
237,rec-dev-est,0.32731,0.17759,287,logit-rec-prop-est,-0.41664,0.42193
238,rec-dev-est,-0.13203,0.19651,288,logit-rec-prop-est,0.046056,0.43389
239,rec-dev-est,-1.5812,0.36298,289,logit-rec-prop-est,-0.35042,0.13867
240,rec-dev-est,-0.4811,0.20928,290,logit-rec-prop-est,-0.068819,0.23868
241,rec-dev-est,-1.5434,0.41004,291,logit-rec-prop-est,0.38138,0.27884
242,rec-dev-est,1.3768,0.16358,292,logit-rec-prop-est,-0.18386,0.37748
293,logit-rec-prop-est,-0.45124,0.35562,301,logit-rec-prop-est,0.51625,0.45592
294,logit-rec-prop-est,-0.72351,0.20047,302,logit-rec-prop-est,0.81056,0.30734
295,logit-rec-prop-est,-0.51069,0.31294,303,logit-rec-prop-est,0.12168,0.45352
296,logit-rec-prop-est,-0.46083,0.35824,304,logit-rec-prop-est,0.58706,0.48794
297,logit-rec-prop-est,-0.23703,0.33151,305,logit-rec-prop-est,0.096391,0.4478
298,logit-rec-prop-est,-0.30568,0.42154,306,logit-rec-prop-est,-0.96922,0.56689
299,logit-rec-prop-est,-0.27804,0.32067,307,survey-q[1],0.94074,0.027325
300,logit-rec-prop-est,0.32726,0.21161,308,log-add-cv[2],-0.81649,0.27578
