index,name,value,std.dev,index,name,value,std.dev
93,log-fdev[1],-4.3008,0.049034,143,log-fdev[2],0.044494,0.104
94,log-fdev[1],-4.6952,0.04236,144,log-fdev[2],-0.24684,0.10386
95,log-fdev[1],-0.20511,0.040851,145,log-fdev[2],-1.0096,0.10321
96,log-fdev[1],-0.1388,0.041154,146,log-fdev[2],-0.23139,0.10306
97,log-fdev[1],0.77816,0.0438,147,log-fdev[2],-0.5212,0.10271
98,log-fdev[1],0.39726,0.043286,148,log-fdev[2],-0.61698,0.1025
99,log-fdev[1],-0.19155,0.041652,149,log-fdev[2],-0.38547,0.10247
100,log-fdev[1],-0.25608,0.041138,150,log-fdev[2],-0.66249,0.10238
101,log-fdev[1],-0.13589,0.039909,151,log-fdev[2],-0.49494,0.10209
102,log-fdev[1],0.32426,0.03861,152,log-fdev[2],-0.42232,0.10222
103,log-fdev[1],0.28197,0.038672,153,log-fdev[2],-0.45349,0.10257
104,log-fdev[1],0.5749,0.03922,154,log-fdev[2],-0.81702,0.10272
105,log-fdev[1],0.32012,0.038551,155,log-fdev[2],-0.97252,0.10272
106,log-fdev[1],0.68456,0.038661,156,log-fdev[2],-1.4306,0.10237
107,log-fdev[1],0.85145,0.040761,157,log-fdev[2],-1.9392,0.10244
108,log-fdev[1],0.6524,0.041838,158,log-fdev[2],-1.2108,0.10259
109,log-fdev[1],0.50878,0.041465,159,log-fdev[2],-1.7657,0.10281
110,log-fdev[1],-0.12782,0.040002,160,log-fdev[2],-1.3759,0.10355
111,log-fdev[1],-0.19092,0.03879,161,log-fdev[2],-0.83977,0.10495
112,log-fdev[1],0.0097291,0.038527,162,log-fdev[2],-0.38818,0.10704
113,log-fdev[1],0.34285,0.038909,163,log-fdev[2],-0.42974,0.10942
114,log-fdev[1],0.41458,0.040875,164,log-fdev[2],-0.31446,0.11225
115,log-fdev[1],0.41984,0.045269,165,log-fdev[2],-0.33314,0.11442
116,log-fdev[1],0.34691,0.052507,166,log-fdev[2],-1.32,0.11495
117,log-fdev[1],0.18233,0.061323,167,log-fdev[3],-0.11635,0.068237
118,log-fdev[1],0.14565,0.069253,168,log-fdev[3],0.66986,0.068235
119,log-fdev[1],-0.279,0.073088,169,log-fdev[3],1.2283,0.068234
120,log-fdev[1],-4.7253,0.072923,170,log-fdev[3],1.0926,0.068238
121,log-fdev[2],0.19084,0.12558,171,log-fdev[3],1.3824,0.068239
122,log-fdev[2],0.63759,0.1173,172,log-fdev[3],1.4242,0.06824
123,log-fdev[2],0.62151,0.11155,173,log-fdev[3],0.99269,0.068242
124,log-fdev[2],0.70114,0.11033,174,log-fdev[3],0.47643,0.068241
125,log-fdev[2],1.4266,0.11316,175,log-fdev[3],-0.9874,0.068239
126,log-fdev[2],1.2059,0.12544,176,log-fdev[3],-0.57873,0.068237
127,log-fdev[2],2.4987,0.12235,177,log-fdev[3],-1.0994,0.068238
128,log-fdev[2],2.245,0.11293,178,log-fdev[3],-0.25627,0.068235
129,log-fdev[2],3.4905,0.11263,179,log-fdev[3],0.94011,0.068234
130,log-fdev[2],2.2673,0.11213,180,log-fdev[3],1.4182,0.068237
131,log-fdev[2],1.1623,0.11244,181,log-fdev[3],3.2374,0.075697
132,log-fdev[2],0.67428,0.10984,182,log-fdev[3],1.274,0.10662
133,log-fdev[2],1.4344,0.10523,183,log-fdev[3],0.54162,0.1255
134,log-fdev[2],-0.0040012,0.10401,184,log-fdev[3],-0.77391,0.085784
135,log-fdev[2],0.43765,0.10414,185,log-fdev[3],-2.1191,0.073933
136,log-fdev[2],0.84968,0.10555,186,log-fdev[3],-2.9807,0.099902
137,log-fdev[2],0.68878,0.10571,187,log-fdev[3],-2.4166,0.11786
138,log-fdev[2],1.1494,0.10831,188,log-fdev[3],-3.5061,0.075283
139,log-fdev[2],-0.6066,0.10511,189,log-fdev[3],-0.83059,0.096528
140,log-fdev[2],-0.88046,0.10355,190,log-fdev[3],-0.10139,0.12045
141,log-fdev[2],-0.80167,0.10367,191,log-fdev[3],1.0888,0.14803
142,log-fdev[2],-1.2516,0.1035,192,log-fdev[4],0.53543,0.10329
193,log-fdev[4],-0.11099,0.10228,243,log-fdov[1],0.21104,0.078411
194,log-fdev[4],-0.32975,0.10282,244,log-fdov[1],-0.19031,0.078544
195,log-fdev[4],0.57872,0.10207,245,log-fdov[1],0.8783,0.079078
196,log-fdev[4],-1.849,0.10151,246,log-fdov[1],0.33662,0.08048
197,log-fdev[4],0.11432,0.1011,247,log-fdov[1],-0.31531,0.082864
198,log-fdev[4],-0.13949,0.10068,248,log-fdov[1],1.0008,0.086381
199,log-fdev[4],-0.97564,0.10059,249,log-fdov[1],-0.07934,0.089734
200,log-fdev[4],-0.79918,0.10037,250,log-fdov[1],-0.59809,0.091593
201,log-fdev[4],-0.52671,0.10024,251,log-fdov[1],3.0015,0.092616
202,log-fdev[4],-0.57479,0.099996,252,log-fdov[3],-0.000022701,0.096245
203,log-fdev[4],-0.02725,0.099993,253,log-fdov[3],0.000070942,0.096244
204,log-fdev[4],-0.72852,0.10038,254,log-fdov[3],0.00030144,0.096248
205,log-fdev[4],-1.7312,0.1002,255,log-fdov[3],0.00025697,0.096252
206,log-fdev[4],-2.5709,0.099773,256,log-fdov[3],0.00042568,0.096258
207,log-fdev[4],-1.0855,0.099465,257,log-fdov[3],0.00011447,0.096252
208,log-fdev[4],-0.51864,0.099432,258,log-fdov[3],-0.000078709,0.096251
209,log-fdev[4],0.6324,0.099356,259,log-fdov[3],-0.00013996,0.096248
210,log-fdev[4],1.4905,0.099508,260,log-fdov[3],-0.00013889,0.096245
211,log-fdev[4],1.1825,0.099952,261,log-fdov[3],-0.000083319,0.096243
212,log-fdev[4],0.36542,0.10076,262,log-fdov[3],-0.000092244,0.096244
213,log-fdev[4],1.9858,0.10214,263,log-fdov[3],0.000047873,0.096244
214,log-fdev[4],2.2644,0.10349,264,log-fdov[3],0.00023648,0.096247
215,log-fdev[4],1.0785,0.10521,265,log-fdov[3],0.0005979,0.096259
216,log-fdev[4],0.87825,0.10723,266,log-fdov[3],1.4844,0.15779
217,log-fdev[4],0.86127,0.10867,267,log-fdov[3],1.7767,0.12839
218,log-foff[1],-2.8025,0.044748,268,log-fdov[3],0.58909,0.14716
219,log-foff[3],-0.13426,0.4895,269,log-fdov[3],-3.44,0.11104
220,log-fdov[1],1.933,0.084006,270,log-fdov[3],-2.1828,0.17525
221,log-fdov[1],-0.71962,0.083207,271,log-fdov[3],-0.80737,0.13207
222,log-fdov[1],1.9554,0.084427,272,log-fdov[3],0.036342,0.13707
223,log-fdov[1],1.7974,0.085784,273,log-fdov[3],0.39623,0.10258
224,log-fdov[1],-0.41654,0.084441,274,log-fdov[3],0.99379,0.17432
225,log-fdov[1],-0.20032,0.082339,275,log-fdov[3],0.21251,0.15764
226,log-fdov[1],-3.7003,0.08129,276,log-fdov[3],0.93957,0.18383
227,log-fdov[1],-0.35051,0.082231,277,rec-dev-est,1.0614,0.26737
228,log-fdov[1],1.4152,0.082831,278,rec-dev-est,0.55574,0.29855
229,log-fdov[1],-2.8001,0.081923,279,rec-dev-est,0.98668,0.24381
230,log-fdov[1],1.1373,0.080951,280,rec-dev-est,1.574,0.20887
231,log-fdov[1],0.85292,0.080896,281,rec-dev-est,1.8722,0.21608
232,log-fdov[1],-1.9027,0.080366,282,rec-dev-est,1.0998,0.25795
233,log-fdov[1],1.192,0.08029,283,rec-dev-est,2.3745,0.16423
234,log-fdov[1],0.39764,0.080612,284,rec-dev-est,1.426,0.17829
235,log-fdov[1],0.91739,0.080135,285,rec-dev-est,1.071,0.16509
236,log-fdov[1],-1.2534,0.079515,286,rec-dev-est,-0.73701,0.24466
237,log-fdov[1],-0.20854,0.079456,287,rec-dev-est,0.34125,0.16254
238,log-fdov[1],-0.46787,0.079879,288,rec-dev-est,-0.77744,0.23927
239,log-fdov[1],-0.71504,0.080054,289,rec-dev-est,-1.2152,0.27418
240,log-fdov[1],-0.21357,0.079843,290,rec-dev-est,-0.98744,0.22473
241,log-fdov[1],-1.0924,0.079006,291,rec-dev-est,-0.039199,0.16417
242,log-fdov[1],-1.8063,0.078508,292,rec-dev-est,-0.43523,0.18134
293,rec-dev-est,-1.9047,0.35146,339,logit-rec-prop-est,0.13363,0.23099
294,rec-dev-est,-0.85163,0.19693,340,logit-rec-prop-est,0.80585,0.74057
295,rec-dev-est,-2.0686,0.4486,341,logit-rec-prop-est,0.19449,0.281
296,rec-dev-est,0.99873,0.14695,342,logit-rec-prop-est,-0.28784,0.72043
297,rec-dev-est,-0.7936,0.24988,343,logit-rec-prop-est,-0.37703,0.089225
298,rec-dev-est,-1.5654,0.34597,344,logit-rec-prop-est,1.1971,0.60827
299,rec-dev-est,-0.56381,0.20058,345,logit-rec-prop-est,0.40869,0.65772
300,rec-dev-est,0.45184,0.1553,346,logit-rec-prop-est,0.45722,0.32584
301,rec-dev-est,-0.5054,0.22039,347,logit-rec-prop-est,-0.10668,0.13937
302,rec-dev-est,-0.57391,0.24954,348,logit-rec-prop-est,0.18594,0.35124
303,rec-dev-est,0.88622,0.15388,349,logit-rec-prop-est,-0.57108,0.39566
304,rec-dev-est,-0.57131,0.2604,350,logit-rec-prop-est,-0.55263,0.12397
305,rec-dev-est,-0.6714,0.26561,351,logit-rec-prop-est,-0.42876,0.41413
306,rec-dev-est,0.57331,0.157,352,logit-rec-prop-est,-0.089606,0.43748
307,rec-dev-est,-0.076464,0.17812,353,logit-rec-prop-est,-0.42427,0.1421
308,rec-dev-est,-0.51485,0.18699,354,logit-rec-prop-est,-0.15848,0.22232
309,rec-dev-est,-1.0726,0.23061,355,logit-rec-prop-est,0.41569,0.27833
310,rec-dev-est,-0.93492,0.232,356,logit-rec-prop-est,-0.12065,0.3577
311,rec-dev-est,-0.036876,0.1818,357,logit-rec-prop-est,-0.4791,0.34983
312,rec-dev-est,-0.51624,0.22169,358,logit-rec-prop-est,-0.72287,0.20419
313,rec-dev-est,-1.0957,0.22996,359,logit-rec-prop-est,-0.45351,0.30612
314,rec-dev-est,-1.4387,0.22305,360,logit-rec-prop-est,-0.51534,0.34057
315,rec-dev-est,-1.9312,0.26788,361,logit-rec-prop-est,-0.19223,0.33409
316,rec-dev-est,-1.483,0.2181,362,logit-rec-prop-est,-0.31511,0.42798
317,rec-dev-est,-0.83739,0.17286,363,logit-rec-prop-est,-0.33934,0.31514
318,rec-dev-est,-1.6574,0.25159,364,logit-rec-prop-est,0.3087,0.21277
319,rec-dev-est,-0.89412,0.19197,365,logit-rec-prop-est,0.57909,0.47216
320,rec-dev-est,-1.5066,0.27621,366,logit-rec-prop-est,0.76859,0.30048
321,rec-dev-est,-1.3827,0.27811,367,logit-rec-prop-est,0.20497,0.46761
322,rec-dev-est,-1.2685,0.27201,368,logit-rec-prop-est,0.60156,0.51646
323,rec-dev-est,-0.95727,0.31099,369,logit-rec-prop-est,0.26767,0.44875
324,logit-rec-prop-est,-0.092147,0.42664,370,logit-rec-prop-est,-0.74271,0.50481
325,logit-rec-prop-est,-0.77949,0.50874,371,m-dev-est[1],1.4479,0.031692
326,logit-rec-prop-est,-0.21695,0.36258,372,survey-q[1],0.93705,0.025827
327,logit-rec-prop-est,-0.39179,0.26558,373,log-add-cv[2],-0.98278,0.28669
328,logit-rec-prop-est,0.19767,0.25728,,,,
329,logit-rec-prop-est,0.35891,0.33753,,,,
330,logit-rec-prop-est,0.46537,0.14253,,,,
331,logit-rec-prop-est,0.55759,0.23755,,,,
332,logit-rec-prop-est,0.012581,0.17365,,,,
333,logit-rec-prop-est,0.44522,0.44537,,,,
334,logit-rec-prop-est,-0.50167,0.16452,,,,
335,logit-rec-prop-est,0.15514,0.3997,,,,
336,logit-rec-prop-est,-0.14171,0.4496,,,,
337,logit-rec-prop-est,0.38166,0.38652,,,,
338,logit-rec-prop-est,-0.10238,0.1688,,,,
